SALES HISTORY LOAD FILE 3,,,,,,,,,,,,,
04/01/2022 08:44:13AM,,,,,,,,,,,,,
Ship To,Counterman,Invoice Number,INVOICE DATE,ENTRY TIME,Part Number,Part Number With Vendor,Unit Cost,Qty Ship,Unit Sell Price,Extended Part Price,Extended Part Profit,VND,Options
D8255-1,95,624395,3/18/2022,11:32:48AM,996152131,HEL996152131,$32.25 ,1,$48.38 ,$48.38 ,$16.13 ,HEL,A
D1450-1,95,624526,3/21/2022,10:11:09AM,WWG,LCSWWG,$1.64 ,6,$2.21 ,$13.26 ,$3.42 ,LCS,A
D1450-1,95,624526,3/21/2022,10:11:09AM,82-6743,GRC82-6743,$6.41 ,34,$9.98 ,$339.32 ,$121.38 ,GRC,A
9000,85,11425,3/14/2022,02:08:32PM,530,ECC530,$17.58 ,1,$30.50 ,$30.50 ,$12.92 ,ECC,AP
D711,95,622520,3/3/2022,09:16:01AM,51971MP,WIX51971MP,$14.11 ,2,$16.00 ,$32.00 ,$3.78 ,WIX,AP
D711,95,622520,3/3/2022,09:16:01AM,10005,LUC10005,$2.91 ,1,$3.65 ,$3.65 ,$0.74 ,LUC,AP
5860,15,1139677,3/11/2022,02:26:57PM,45245,FJC45245,$48.60 ,1,$65.78 ,$65.78 ,$17.18 ,FJC,AP
80,54,1142057,3/28/2022,10:14:37AM,380003A,FMC380003A,$31.19 ,4,$47.11 ,$188.44 ,$63.68 ,FMC,A
80,54,1142057,3/28/2022,10:14:37AM,577.46604,ATM577.46604,$4.51 ,1,$8.62 ,$8.62 ,$4.11 ,ATM,A
80,54,1142057,3/28/2022,10:14:37AM,42627,SKF42627,$23.37 ,4,$35.52 ,$142.08 ,$48.60 ,SKF,A
2975,6,1138569,3/7/2022,,38587,GAT38587,$94.19 ,1,$136.82 ,$136.82 ,$42.63 ,GAT,A
5699-1,101,1139778,3/14/2022,,G20995-0212,GATG20995-0212,$6.47 ,,$9.44 ,,,GAT,AP
5699-1,101,1139778,3/14/2022,,G25239-0808,GATG25239-0808,$15.29 ,,$21.99 ,,,GAT,AP
5699-1,101,1139778,3/14/2022,,G20180-1212,GATG20180-1212,$28.42 ,,$40.69 ,,,GAT,AP
705-1,4,1137741,3/1/2022,11:05:24AM,033-05017,FTE033-05017,$232.05 ,1,$349.30 ,$349.30 ,$117.25 ,FTE,AP
D711,97,622895,3/7/2022,09:04:10AM,AW68P,LCSAW68P,$31.31 ,1,$45.00 ,$45.00 ,$13.69 ,LCS,AP
5860,88,1139450,3/10/2022,05:17:58PM,47691,SKF47691,$31.65 ,1,$47.07 ,$47.07 ,$15.42 ,SKF,A
5860,88,1139450,3/10/2022,05:17:58PM,M44DH20682,MERM44DH20682,$149.35 ,1,$218.23 ,$218.23 ,$68.88 ,MER,A
5860,88,1139450,3/10/2022,05:17:58PM,R002435,MERR002435,$0.80 ,1,$1.95 ,$1.95 ,$1.15 ,MER,A
4179,85,1137985,3/2/2022,03:46:29PM,51551MP,WIX51551MP,$5.90 ,4,$6.37 ,$25.48 ,$1.88 ,WIX,A
5860,15,1140579,3/17/2022,12:40:28PM,RS-2L,HUNRS-2L,$10.20 ,-1,$16.74 ,($16.74),($6.54),HUN,A
5860,15,1140579,3/17/2022,12:40:28PM,WT3678,INNWT3678,$14.88 ,-1,$22.05 ,($22.05),($7.17),INN,A
5860,15,1140579,3/17/2022,12:40:28PM,EBS-Q,HUNEBS-Q,$1.95 ,-1,$3.01 ,($3.01),($1.06),HUN,A
D7791-1,13,1140732,3/18/2022,11:27:04AM,UP28008,ACCUP28008,$160.92 ,1,$238.55 ,$238.55 ,$77.63 ,ACC,AP
2282,88,1142435,3/29/2022,,MSU-0592,PAIMSU-0592,$19.65 ,1,$32.16 ,$32.16 ,$12.51 ,PAI,A
D1355-1,69,623699,3/14/2022,,45126,SHL45126,$14.38 ,2,$17.75 ,$35.50 ,$6.74 ,SHL,AP
D1355-1,69,623699,3/14/2022,,DELVAC-G,LCSDELVAC-G,$13.24 ,,$13.50 ,,,LCS,AP
7985,4,1140062,3/15/2022,,ZCHYB-33,MISZCHYB-33,$1.55 ,574,$1.99 ,"1,142.26",$252.56 ,MIS,APQ
D1949,97,623000,3/7/2022,10:30:32AM,3040817,SPO3040817,$5.94 ,1,$8.91 ,$8.91 ,$2.97 ,SPO,APQT
1291,87,622368,3/2/2022,02:36:14PM,4721700120,MIS4721700120,$60.04 ,1,$79.00 ,$79.00 ,$18.96 ,MIS,APQT
549-1,15,1141588,3/24/2022,09:42:25AM,2869-22HD,MLW2869-22HD,"$1,104.00 ",1,"$1,299.00 ","1,299.00",$195.00 ,MLW,AP
D6388,87,625884,3/31/2022,09:56:44AM,SYN50P,LCSSYN50P,$88.19 ,1,$139.00 ,$139.00 ,$50.81 ,LCS,AP
D6388,87,625884,3/31/2022,09:56:44AM,FRO16210CP,WELFRO16210CP,"$3,086.54 ",1,"$3,495.00 ","3,495.00",$408.46 ,WEL,APQT
3904,6,1141656,3/24/2022,10:01:00AM,M63339YCL,MAXM63339YCL,$8.25 ,2,$12.38 ,$24.76 ,$8.26 ,MAX,AP
3904,6,1141656,3/24/2022,10:01:00AM,33965,WIX33965,$30.49 ,1,$42.00 ,$42.00 ,$11.51 ,WIX,AP
D2385-1,69,625487,3/29/2022,11:09:41AM,G1033,GRCG1033,$0.00 ,2,$6.51 ,$13.02 ,$13.02 ,GRC,AP
D2385-1,69,625487,3/29/2022,11:09:41AM,3050A-3,TLC3050A-3,$4.09 ,3,$5.50 ,$16.50 ,$4.23 ,TLC,AP
D2385-1,69,625487,3/29/2022,11:09:41AM,G1032,GRCG1032,$3.23 ,2,$6.51 ,$13.02 ,$6.56 ,GRC,AP
D2385-1,69,625487,3/29/2022,11:09:41AM,3050-3,TLC3050-3,$4.08 ,1,$5.50 ,$5.50 ,$1.42 ,TLC,AP
D3100,130,624858,3/23/2022,01:14:34PM,85947,GAT85947,$3.77 ,8,$6.35 ,$50.80 ,$20.64 ,GAT,AP
4026-2,101,1138829,3/8/2022,09:34:43AM,TR46-41002,ATRTR46-41002,$93.65 ,2,$137.17 ,$274.34 ,$87.04 ,ATR,AP
1410-1,111,1142059,3/28/2022,,KNKKK5-3/32,ISNKNKKK5-3/32,$2.29 ,4,$2.75 ,$11.00 ,$1.84 ,ISN,AP
1410-1,111,1142059,3/28/2022,,KNKKK5-7/32,ISNKNKKK5-7/32,$3.81 ,5,$4.63 ,$23.15 ,$4.10 ,ISN,A
5860,15,1138502,3/5/2022,09:00:52AM,10050,LUC10050,$4.95 ,12,$6.82 ,$81.84 ,$22.44 ,LUC,AFP
1410-1,111,1142059,3/28/2022,,KNKKK5-3/16,ISNKNKKK5-3/16,$3.11 ,5,$3.77 ,$18.85 ,$3.30 ,ISN,AP
D5400,69,624390,3/18/2022,09:49:17AM,400FSC2,KLR400FSC2,$0.31 ,25,$0.95 ,$23.75 ,$16.00 ,KLR,AP
D5400,69,624390,3/18/2022,09:49:17AM,54SN,KLR54SN,$0.53 ,25,$2.30 ,$57.50 ,$44.25 ,KLR,AP
D4830,87,624607,3/22/2022,05:12:01PM,B46,GATB46,$8.06 ,1,$11.23 ,$11.23 ,$3.17 ,GAT,A
D4830,87,624607,3/22/2022,05:12:01PM,G25170-0404X,GATG25170-0404X,$3.62 ,1,$6.02 ,$6.02 ,$2.40 ,GAT,A
D4830,87,624607,3/22/2022,05:12:01PM,G25165-0404,GATG25165-0404,$4.39 ,3,$7.34 ,$22.02 ,$8.85 ,GAT,A
D4830,87,624607,3/22/2022,05:12:01PM,10013,LUC10013,$18.02 ,3,$21.67 ,$65.01 ,$10.95 ,LUC,A
D4830,87,624607,3/22/2022,05:12:01PM,B48,GATB48,$7.45 ,0,$11.59 ,,,GAT,A
D4830,87,624607,3/22/2022,05:12:01PM,10001,LUC10001,$5.03 ,1,$8.81 ,$8.81 ,$3.78 ,LUC,A
D4830,87,624607,3/22/2022,05:12:01PM,G25121-0608,GATG25121-0608,$8.13 ,0,$15.79 ,,,GAT,A
252,6,1141827,3/25/2022,01:18:15PM,FC1011235,MISFC1011235,$13.99 ,1,$20.37 ,$20.37 ,$6.38 ,MIS,A
252,6,1141827,3/25/2022,01:18:15PM,011-00104,FTE011-00104,$2.56 ,4,$3.86 ,$15.44 ,$5.20 ,FTE,AP
252,6,1141827,3/25/2022,01:18:15PM,FC9260-3,MISFC9260-3,$11.26 ,1,$15.68 ,$15.68 ,$4.42 ,MIS,A
530,6,1142698,3/30/2022,,1005DTS,MIS1005DTS,$21.50 ,4,$25.80 ,$103.20 ,$17.20 ,MIS,AP
1410-1,111,1138812,3/8/2022,,KNKKK5-9/32,ISNKNKKK5-9/32,$5.98 ,1,$7.06 ,$7.06 ,$1.08 ,ISN,AP
1410-1,111,1138812,3/8/2022,,KNKKK5-19/64,ISNKNKKK5-19/64,$4.75 ,3,$7.50 ,$22.50 ,$8.25 ,ISN,AP
1410-1,111,1138812,3/8/2022,,KNKKK5-3/8,ISNKNKKK5-3/8,$7.99 ,2,$10.23 ,$20.46 ,$4.48 ,ISN,AP
1410-1,111,1138812,3/8/2022,,KNKKK5-17/64,ISNKNKKK5-17/64,$5.46 ,1,$6.44 ,$6.44 ,$0.98 ,ISN,AP
1410-1,111,1138812,3/8/2022,,KNKKK5-1/2,ISNKNKKK5-1/2,$13.84 ,2,$16.87 ,$33.74 ,$6.06 ,ISN,AP
1291,97,622730,3/4/2022,10:06:17AM,MYSJT6-CART,LCSMYSJT6-CART,$2.70 ,30,$3.99 ,$119.70 ,$38.70 ,LCS,AP
D0517,69,625155,3/25/2022,10:13:57AM,S-715,MILS-715,$3.65 ,3,$5.60 ,$16.80 ,$5.85 ,MIL,AP
D0517,69,625155,3/25/2022,10:13:57AM,57502MP,WIX57502MP,$4.60 ,1,$4.46 ,$4.46 ,($0.14),WIX,A
D0517,69,625155,3/25/2022,10:13:57AM,S-690,MILS-690,$5.51 ,1,$8.23 ,$8.23 ,$2.72 ,MIL,AP
D0517,69,625155,3/25/2022,10:13:57AM,S-728,MILS-728,$1.48 ,1,$2.68 ,$2.68 ,$1.20 ,MIL,AP
D0517,69,625155,3/25/2022,10:13:57AM,S-711,MILS-711,$4.61 ,2,$6.84 ,$13.68 ,$4.46 ,MIL,AP
3313,13,1138679,3/7/2022,10:21:34AM,60422-1010,AGA60422-1010,$2.90 ,2,$7.20 ,$14.40 ,$8.60 ,AGA,A
1323,74,1142877,3/31/2022,03:16:15PM,MRK4707QH23V,MERMRK4707QH23V,$32.67 ,1,$47.13 ,$47.13 ,$14.46 ,MER,A
D4841,95,622993,3/7/2022,02:09:28PM,60250-0008,AGA60250-0008,$0.54 ,2,$2.86 ,$5.72 ,$4.64 ,AGA,A
1323,74,1142877,3/31/2022,03:16:15PM,MRK4707QH23V,MERMRK4707QH23V,$32.67 ,1,$47.13 ,$47.13 ,$14.46 ,MER,AE
D6702,69,624492,3/21/2022,08:14:37AM,BT31S1000,ELCBT31S1000,$70.96 ,2,$85.00 ,$170.00 ,$28.08 ,ELC,AP
4179,85,1141060,3/21/2022,01:10:43PM,51551MP,WIX51551MP,$5.94 ,2,$6.37 ,$12.74 ,$0.86 ,WIX,A
4805,54,1138357,3/4/2022,11:02:53AM,3123207002,MER03123207002,$99.13 ,2,$142.16 ,$284.32 ,$86.06 ,MER,A
D3533-1,95,622641,3/3/2022,,MX756,SPOMX756,$57.99 ,1,$82.00 ,$82.00 ,$24.01 ,SPO,APQT
D4148,129,625307,3/28/2022,10:40:44AM,G25170-0808X,GATG25170-0808X,$5.60 ,1,$8.68 ,$8.68 ,$3.08 ,GAT,AP
D4148,129,625307,3/28/2022,10:40:44AM,70392,GAT70392,$3.42 ,3,$6.94 ,$20.82 ,$10.56 ,GAT,A
D4148,129,625307,3/28/2022,10:40:44AM,G25170-0810X,GATG25170-0810X,$6.27 ,1,$10.00 ,$10.00 ,$3.73 ,GAT,AP
4886,74,1141838,3/25/2022,09:13:54AM,MRK4707QH23V,MERMRK4707QH23V,$32.63 ,6,$47.13 ,$282.78 ,$87.00 ,MER,AE
4886,74,1141838,3/25/2022,09:13:54AM,9018-2,GTA9018-2,$0.53 ,8,$0.83 ,$6.64 ,$2.40 ,GTA,A
4886,74,1141838,3/25/2022,09:13:54AM,10009920,CMT10009920,$102.31 ,2,$164.95 ,$329.90 ,$125.28 ,CMT,AP
4886,74,1141838,3/25/2022,09:13:54AM,SA10103,GTASA10103,$43.79 ,2,$72.25 ,$144.50 ,$56.92 ,GTA,AP
4886,74,1141838,3/25/2022,09:13:54AM,R002435,MERR002435,$0.80 ,4,$1.60 ,$6.40 ,$3.20 ,MER,AP
4886,74,1141838,3/25/2022,09:13:54AM,3123207002,MER03123207002,$99.13 ,4,$133.18 ,$532.72 ,$136.20 ,MER,A
4886,74,1141838,3/25/2022,09:13:54AM,47697,SKF47697,$29.68 ,2,$40.69 ,$81.38 ,$22.02 ,SKF,A
4886,74,1141838,3/25/2022,09:13:54AM,MRK4702QH23S,MERMRK4702QH23S,$28.67 ,2,$45.48 ,$90.96 ,$33.62 ,MER,AE
4886,74,1141838,3/25/2022,09:13:54AM,MYSJT6-CART,LCSMYSJT6-CART,$2.70 ,10,$4.46 ,$44.60 ,$17.60 ,LCS,AP
4905,!WEB,1140041,3/15/2022,,14217,VEL014217,$0.95 ,5,$1.55 ,$7.75 ,$3.00 ,VEL,A
4905,!WEB,1140041,3/15/2022,,14218,VEL014218,$2.33 ,5,$3.32 ,$16.60 ,$4.95 ,VEL,A
4905,!WEB,1140041,3/15/2022,,14216,VEL014216,$0.72 ,5,$1.29 ,$6.45 ,$2.85 ,VEL,A
D3100,69,622419,3/2/2022,12:24:04PM,451036MV,SLN451036MV,$29.59 ,1,$37.95 ,$37.95 ,$8.36 ,SLN,AP
D3100,69,622419,3/2/2022,12:24:04PM,94902-3,TLC94902-3,$1.03 ,0,$1.39 ,,,TLC,AP
D3100,69,622419,3/2/2022,12:24:04PM,45245,FJC45245,$48.60 ,2,$59.99 ,$119.98 ,$22.78 ,FJC,AP
D3100,69,622419,3/2/2022,12:24:04PM,8221,QEP8221,$6.50 ,4,$9.88 ,$39.52 ,$13.52 ,QEP,A
D3100,69,622419,3/2/2022,12:24:04PM,1050-3,TLC1050-3,$3.98 ,5,$5.32 ,$26.60 ,$6.70 ,TLC,AP
D3100,69,622419,3/2/2022,12:24:04PM,E-A537BP,EUCE-A537BP,$18.10 ,3,$25.50 ,$76.50 ,$22.20 ,EUC,AP
D3100,69,622419,3/2/2022,12:24:04PM,M42361R/Y,MAXM42361R/Y,$29.86 ,1,$44.25 ,$44.25 ,$14.39 ,MAX,AP
D3100,69,622419,3/2/2022,12:24:04PM,10700-3,TLC10700-3,$1.06 ,10,$1.43 ,$14.30 ,$3.70 ,TLC,AP
D3100,69,622419,3/2/2022,12:24:04PM,705038,VEL705038,$6.59 ,2,$9.50 ,$19.00 ,$5.82 ,VEL,AP
D3100,69,622419,3/2/2022,12:24:04PM,1050A-3,TLC1050A-3,$3.90 ,10,$5.21 ,$52.10 ,$13.10 ,TLC,AP
1393,64,1138440,3/4/2022,01:20:16PM,331347,EXC331347,$1.99 ,1,$3.12 ,$3.12 ,$1.13 ,EXC,AP
1393,64,1138440,3/4/2022,01:20:16PM,RW1017X,MIDRW1017X,$240.97 ,1,$426.98 ,$426.98 ,$186.01 ,MID,AP
1393,64,1138440,3/4/2022,01:20:16PM,131289,EXC131289,$2.37 ,2,$3.51 ,$7.02 ,$2.28 ,EXC,AP
1393,64,1138440,3/4/2022,01:20:16PM,33579,GAT33579,$15.30 ,2,$23.11 ,$46.22 ,$15.62 ,GAT,AP
1393,64,1138440,3/4/2022,01:20:16PM,331285,EXC331285,$1.21 ,1,$2.50 ,$2.50 ,$1.29 ,EXC,AP
9664,13,1142045,3/28/2022,,G25180-0406,GATG25180-0406,$11.71 ,,$18.81 ,,,GAT,A
D1450-1,123,624010,3/16/2022,02:56:32PM,E-5520,EUCE-5520,$41.34 ,0,$54.88 ,,,EUC,APQT
D1450-1,123,624010,3/16/2022,02:56:32PM,E-5521,EUCE-5521,$41.34 ,1,$54.88 ,$54.88 ,$13.54 ,EUC,APQT
3773-1,129,625289,3/28/2022,,51740,WIX51740,$32.94 ,,$49.41 ,,,WIX,A
D6710,69,624773,3/23/2022,,49103,WIX49103,$41.07 ,,$43.86 ,,,WIX,A
3203,15,1139903,3/14/2022,02:18:37PM,41810,SHL41810,$7.25 ,6,$12.42 ,$74.52 ,$31.02 ,SHL,AP
7930,46,1137727,3/1/2022,12:42:42PM,568.1002,ATM568.1002,$17.49 ,10,$25.79 ,$257.90 ,$83.00 ,ATM,AP
5860,15,1140111,3/15/2022,11:34:42AM,46562,WIX46562,$27.88 ,1,$40.33 ,$40.33 ,$12.45 ,WIX,AP
D6710,69,624773,3/23/2022,,49945,WIX49945,$63.58 ,1,$67.90 ,$67.90 ,$4.32 ,WIX,A
7930,46,1137727,3/1/2022,12:42:42PM,568.1018,ATM568.1018,$10.00 ,13,$17.86 ,$232.18 ,$102.18 ,ATM,AP
5860,15,1140111,3/15/2022,11:34:42AM,46569,WIX46569,$17.02 ,1,$24.11 ,$24.11 ,$7.09 ,WIX,AP
1218,4,1140275,3/16/2022,02:37:27PM,XO10W30DSD,MTRXO10W30DSD,$780.88 ,1,"$1,075.00 ","1,075.00",$294.12 ,MTR,APQT
D6692,123,624208,3/17/2022,12:31:00PM,R307532,MERR307532,$62.13 ,1,$82.03 ,$82.03 ,$19.90 ,MER,AP
D6692,123,624208,3/17/2022,12:31:00PM,E-UB5165-14,EUCE-UB5165-14,$10.59 ,2,$17.34 ,$34.68 ,$13.50 ,EUC,A
D6692,123,624208,3/17/2022,12:31:00PM,SH1026,GTASH1026,$2.72 ,2,$5.80 ,$11.60 ,$6.16 ,GTA,A
D6692,123,624208,3/17/2022,12:31:00PM,180.10619,ATM180.10619,$6.15 ,2,$10.58 ,$21.16 ,$8.86 ,ATM,A
D6692,123,624208,3/17/2022,12:31:00PM,R303277,MERR303277,$39.37 ,1,$64.71 ,$64.71 ,$25.34 ,MER,AP
9695-1,6,1139253,3/10/2022,04:10:58PM,M20389YWCL,MAXM20389YWCL,$42.45 ,2,$62.93 ,$125.86 ,$40.96 ,MAX,AP
D6692,123,624208,3/17/2022,12:31:00PM,TPS1-52,MISTPS1-52,$210.15 ,1,$236.81 ,$236.81 ,$26.66 ,MIS,AP
D6692,123,624208,3/17/2022,12:31:00PM,SH1027,GTASH1027,$1.34 ,2,$3.56 ,$7.12 ,$4.44 ,GTA,A
2519,64,1140188,3/15/2022,03:23:43PM,HA2508,INNHA2508,$18.47 ,1,$26.49 ,$26.49 ,$8.02 ,INN,AP
2519,64,1140188,3/15/2022,03:23:43PM,33357MP,WIX33357MP,$8.01 ,1,$11.23 ,$11.23 ,$3.22 ,WIX,AP
2519,64,1140188,3/15/2022,03:23:43PM,WT3678,INNWT3678,$14.88 ,1,$20.95 ,$20.95 ,$6.07 ,INN,AP
2519,64,1140188,3/15/2022,03:23:43PM,42520,WIX42520,$47.49 ,1,$69.36 ,$69.36 ,$21.87 ,WIX,AP
2519,64,1140188,3/15/2022,03:23:43PM,10076,LUC10076,$12.76 ,8,$19.44 ,$155.52 ,$53.44 ,LUC,A
712,47,1141539,3/24/2022,07:07:45AM,10176,LUC10176,$4.33 ,-54,$3.94 ,($212.76),$21.06 ,LUC,A
712,47,1141539,3/24/2022,07:07:45AM,10042,LUC10042,$4.90 ,-9,$4.99 ,($44.91),($0.81),LUC,A
4026-2,101,1138610,3/7/2022,08:49:18AM,BT31S1000,ELCBT31S1000,$70.96 ,4,$88.70 ,$354.80 ,$70.96 ,ELC,AP
1060-1,13,1141363,3/23/2022,,DZ115391,SPODZ115391,$34.22 ,1,$48.87 ,$48.87 ,$14.65 ,SPO,APQT
1060-1,13,1141363,3/23/2022,,DZ115390,SPODZ115390,$39.02 ,2,$61.57 ,$123.14 ,$45.10 ,SPO,APQT
549-1,64,1141354,3/23/2022,09:51:27AM,60700-3,TLC60700-3,$1.34 ,8,$1.74 ,$13.92 ,$3.20 ,TLC,AP
549-1,64,1141354,3/23/2022,09:51:27AM,33050R3,TLC33050R3,$5.97 ,10,$7.77 ,$77.70 ,$18.00 ,TLC,AP
549-1,64,1141354,3/23/2022,09:51:27AM,3050A-3,TLC3050A-3,$4.08 ,6,$5.32 ,$31.92 ,$7.44 ,TLC,A
549-1,64,1141354,3/23/2022,09:51:27AM,33050Y3,TLC33050Y3,$9.23 ,10,$12.00 ,$120.00 ,$27.70 ,TLC,AP
549-1,64,1141354,3/23/2022,09:51:27AM,6050-3,TLC6050-3,$13.10 ,8,$17.16 ,$137.28 ,$32.48 ,TLC,AP
549-1,64,1141354,3/23/2022,09:51:27AM,3050-3,TLC3050-3,$4.08 ,15,$5.32 ,$79.80 ,$18.60 ,TLC,AP
549-1,64,1141354,3/23/2022,09:51:27AM,82-5609,GRC82-5609,$1.02 ,100,$1.74 ,$174.00 ,$72.00 ,GRC,A
D3100,69,622419,3/2/2022,12:24:04PM,M42360R/Y,MAXM42360R/Y,$29.79 ,1,$44.25 ,$44.25 ,$14.46 ,MAX,AP
D3100,69,622419,3/2/2022,12:24:04PM,M42363R/Y,MAXM42363R/Y,$30.95 ,1,$44.25 ,$44.25 ,$13.30 ,MAX,AP
D3100,69,622419,3/2/2022,12:24:04PM,MER0143,MERMER0143,$17.25 ,6,$26.89 ,$161.34 ,$57.84 ,MER,AP
D3100,69,622419,3/2/2022,12:24:04PM,M42362R/Y,MAXM42362R/Y,$30.91 ,1,$44.25 ,$44.25 ,$13.34 ,MAX,AP
D711,95,625352,3/28/2022,12:59:53PM,H7,HELH7,$1.88 ,1,$5.60 ,$5.60 ,$3.72 ,HEL,A
D711,95,625352,3/28/2022,12:59:53PM,10054,LUC10054,$4.59 ,1,$6.31 ,$6.31 ,$1.72 ,LUC,AP
D3100,69,622419,3/2/2022,12:24:04PM,G25179-1212X,GATG25179-1212X,$21.24 ,0,$26.93 ,,,GAT,A
D3100,69,622419,3/2/2022,12:24:04PM,DC23104435,DAYDC23104435,$16.11 ,3,$18.95 ,$56.85 ,$8.52 ,DAY,AP
D3100,69,622419,3/2/2022,12:24:04PM,MER0173,MERMER0173,$27.06 ,2,$37.57 ,$75.14 ,$21.02 ,MER,AP
D3100,69,622419,3/2/2022,12:24:04PM,G25230-0808X,GATG25230-0808X,$6.86 ,4,$8.96 ,$35.84 ,$8.40 ,GAT,A
D3100,69,622419,3/2/2022,12:24:04PM,M407X,MERM407X,$42.75 ,1,$59.45 ,$59.45 ,$16.70 ,MER,AP
D3100,69,622419,3/2/2022,12:24:04PM,DC23104430,DAYDC23104430,$11.59 ,2,$14.95 ,$29.90 ,$6.72 ,DAY,AP
D3100,69,622419,3/2/2022,12:24:04PM,G25235-1212X,GATG25235-1212X,$25.16 ,2,$34.16 ,$68.32 ,$18.00 ,GAT,A
D3100,69,622419,3/2/2022,12:24:04PM,G25170-2020X,GATG25170-2020X,$36.27 ,2,$47.48 ,$94.96 ,$22.42 ,GAT,A
D3100,69,622419,3/2/2022,12:24:04PM,DC23104440Q,DAYDC23104440Q,$16.94 ,3,$24.70 ,$74.10 ,$23.28 ,DAY,AP
D3100,69,622419,3/2/2022,12:24:04PM,MER0103,MERMER0103,$25.84 ,1,$37.65 ,$37.65 ,$11.81 ,MER,AP
D3427,95,623719,3/14/2022,,46530,WIX46530,$27.26 ,2,$41.00 ,$82.00 ,$27.48 ,WIX,A
D3427,95,623719,3/14/2022,,33824,WIX33824,$73.18 ,,$91.17 ,,,WIX,A
5860,64,1140653,3/18/2022,09:29:01AM,FLT4407B,GASFLT4407B,$45.83 ,4,$147.40 ,$589.60 ,$406.28 ,GAS,AP
2218,74,1137662,3/1/2022,08:51:05AM,54SN,KLR54SN,$0.52 ,5,$2.18 ,$10.90 ,$8.30 ,KLR,AP
2218,74,1137662,3/1/2022,08:51:05AM,400FSC2,KLR400FSC2,$0.31 ,5,$0.86 ,$4.30 ,$2.75 ,KLR,AP
D1224-1,!WEB,624518,3/21/2022,05:06:52PM,85052,GAT85052,$299.84 ,1,$413.22 ,$413.22 ,$113.38 ,GAT,A
D1026-1,16,624310,3/18/2022,09:06:14AM,66104,SPO66104,$61.36 ,2,$85.00 ,$170.00 ,$47.28 ,SPO,APQT
D1026-1,16,624310,3/18/2022,09:06:14AM,R955229859N,MERR955229859N,$9.48 ,1,$17.14 ,$17.14 ,$7.66 ,MER,A
5866,85,1140907,3/21/2022,,33657,WIX33657,$14.35 ,1,$15.39 ,$15.39 ,$1.04 ,WIX,A
5866,85,1140907,3/21/2022,,33417,WIX33417,$22.47 ,,$23.53 ,,,WIX,AP
5866,85,1140907,3/21/2022,,33763,WIX33763,$19.70 ,3,$21.19 ,$63.57 ,$4.47 ,WIX,A
D9551-1,95,622639,3/3/2022,02:47:49PM,BT31S1000,ELCBT31S1000,$70.96 ,1,$93.96 ,$93.96 ,$23.00 ,ELC,AEP
D3250-1,69,622188,3/1/2022,06:47:27AM,DEF-2.5G,LCSDEF-2.5G,$8.04 ,15,$10.75 ,$161.25 ,$40.65 ,LCS,AP
5866,85,1140906,3/21/2022,,42522,WIX42522,$33.60 ,,$37.72 ,,,WIX,A
D3250-1,69,622188,3/1/2022,06:47:27AM,55202,SEL55202,$8.75 ,8,$13.95 ,$111.60 ,$41.60 ,SEL,AP
D3250-1,69,622188,3/1/2022,06:47:27AM,10158,LUC10158,$2.39 ,36,$3.25 ,$117.00 ,$30.96 ,LUC,AP
4805,54,1141318,3/23/2022,08:51:29AM,33719,WIX33719,$12.62 ,1,$12.90 ,$12.90 ,$0.28 ,WIX,A
D3250-1,69,622188,3/1/2022,06:47:27AM,197-230,DOR197-230,$11.11 ,1,$17.04 ,$17.04 ,$5.93 ,DOR,AP
5866,85,1140906,3/21/2022,,WF10176,WIXWF10176,$16.75 ,,$18.47 ,,,WIX,A
5866,85,1140225,3/15/2022,09:11:11AM,WA10715,WIXWA10715,$129.35 ,2,$138.13 ,$276.26 ,$17.56 ,WIX,A
5866,85,1140906,3/21/2022,,46560,WIX46560,$19.97 ,,$23.73 ,,,WIX,A
D3250-1,69,622188,3/1/2022,06:47:27AM,197-010,DOR197-010,$4.69 ,1,$7.51 ,$7.51 ,$2.82 ,DOR,AP
D3250-1,69,622188,3/1/2022,06:47:27AM,RM3815,LCSRM3815,$1.86 ,48,$2.49 ,$119.52 ,$30.24 ,LCS,AP
D3250-1,69,622188,3/1/2022,06:47:27AM,962-510D,DOR962-510D,$1.74 ,2,$3.99 ,$7.98 ,$4.50 ,DOR,A
D3250-1,69,622188,3/1/2022,06:47:27AM,217-010,DOR217-010,$3.30 ,0,$5.91 ,,,DOR,AP
D3250-1,69,622188,3/1/2022,06:47:27AM,401-P,JOE401-P,$8.96 ,2,$14.50 ,$29.00 ,$11.08 ,JOE,AP
D6450-1,!WEB,624939,3/24/2022,02:17:47PM,57488,WIX57488,$13.86 ,2,$12.85 ,$25.70 ,($2.02),WIX,A
1411,15,1141204,3/22/2022,11:35:33AM,16201,VEL016201,$7.78 ,2,$12.39 ,$24.78 ,$9.22 ,VEL,AP
1411,15,1141204,3/22/2022,11:35:33AM,16164,VEL016164,$2.42 ,1,$4.52 ,$4.52 ,$2.10 ,VEL,AP
1411,15,1141204,3/22/2022,11:35:33AM,177.5009,ATM177.5009,$0.51 ,2,$1.90 ,$3.80 ,$2.78 ,ATM,AP
1411,15,1141204,3/22/2022,11:35:33AM,16640,VEL016640,$1.80 ,3,$3.01 ,$9.03 ,$3.63 ,VEL,AP
1411,15,1141204,3/22/2022,11:35:33AM,371SP-6-4-6,SLN371SP-6-4-6,$4.75 ,1,$7.45 ,$7.45 ,$2.70 ,SLN,AP
