SALES HISTORY LOAD FILE 3,,,,,,,,,,,,,
03/01/2022 12:01:25PM,,,,,,,,,,,,,
Ship To,Counterman,Invoice Number,INVOICE DATE,ENTRY TIME,Part Number,Part Number With Vendor,Unit Cost,Qty Ship,Unit Sell Price,Extended Part Price,Extended Part Profit,VND,Options
D1922,69,620500,2/16/2022,10:00:57AM,LL-245LW-A,QEPLL-245LW-A,$74.98 ,2,$84.00 ,$168.00 ,$18.04 ,QEP,AP
4844,15,1135262,2/15/2022,09:13:58AM,5500-40,FFB5500-40,$38.06 ,1,$59.09 ,$59.09 ,$21.03 ,FFB,AP
4844,15,1135262,2/15/2022,09:13:58AM,562.U3105SS-,ATM562.U3105SS-T,$8.87 ,2,$12.17 ,$24.34 ,$6.60 ,ATM,AP
4844,15,1135262,2/15/2022,09:13:58AM,RB-5ZN,GRKRB-5ZN,$3.97 ,2,$5.34 ,$10.68 ,$2.74 ,GRK,AP
4844,15,1135262,2/15/2022,09:13:58AM,S5-120SBA,GRKS5-120SBA,$73.20 ,1,$100.65 ,$100.65 ,$27.45 ,GRK,AFP
4844,15,1135262,2/15/2022,09:13:58AM,5521-12X25GR,FFB5521-12X25GRN,$77.99 ,1,$123.99 ,$123.99 ,$46.00 ,FFB,AP
D9207,87,621601,2/24/2022,,22435,VEL022435,$6.00 ,6,$8.04 ,$48.24 ,$12.24 ,VEL,AP
D9207,87,621601,2/24/2022,,22588,VEL022588,$4.21 ,,$6.17 ,,,VEL,A
472,54,1135089,2/14/2022,12:22:24PM,146024,VEL146024,$4.77 ,2,$10.26 ,$20.52 ,$10.98 ,VEL,A
D5020,95,618780,2/1/2022,03:57:33PM,P27-6227,SPOP27-6227,$8.84 ,1,$13.75 ,$13.75 ,$4.91 ,SPO,APQT
1879,88,1137162,2/25/2022,10:42:20AM,16110,VEL016110,$1.51 ,2,$4.16 ,$8.32 ,$5.30 ,VEL,A
D0590,127,620968,2/19/2022,10:06:22AM,M676X,MERM676X,$35.76 ,-1,$84.30 ,($84.30),($48.54),MER,A
1879,88,1137162,2/25/2022,10:42:20AM,SAS6604,ISNSAS6604,$15.34 ,1,$29.59 ,$29.59 ,$14.25 ,ISN,AP
1060-1,13,1133500,2/3/2022,10:37:04AM,HCPRMX-20,LCSHCPRMX-20,$1.94 ,12,$2.98 ,$35.76 ,$12.48 ,LCS,AP
1060-1,13,1133500,2/3/2022,10:37:04AM,WW2248,MTRWW2248,$10.00 ,0,$14.00 ,,,MTR,AP
1060-1,13,1133500,2/3/2022,10:37:04AM,66325,SHL66325,$5.84 ,24,$9.76 ,$234.24 ,$94.08 ,SHL,A
D3941,69,620520,2/16/2022,06:53:52AM,42847,WIX42847,$77.15 ,1,$109.15 ,$109.15 ,$32.00 ,WIX,A
D3941,69,620520,2/16/2022,06:53:52AM,42848,WIX42848,$55.99 ,1,$75.54 ,$75.54 ,$19.55 ,WIX,A
D3941,69,620520,2/16/2022,06:53:52AM,51792MP,WIX51792MP,$14.18 ,1,$17.91 ,$17.91 ,$3.73 ,WIX,A
D5950-1,95,620856,2/18/2022,11:43:52AM,H11,HELH11,$3.89 ,4,$7.54 ,$30.16 ,$14.60 ,HEL,A
3894,15,1133019,2/1/2022,10:10:13AM,H4656,WAGH4656,$4.37 ,2,$6.56 ,$13.12 ,$4.38 ,WAG,AP
4886,64,1135548,2/16/2022,01:18:41PM,E-B201,EUCE-B201,$19.53 ,1,$27.41 ,$27.41 ,$7.88 ,EUC,AP
1291,87,619362,2/7/2022,03:55:42PM,N20-2001-173,ADPN20-2001-1738,$904.81 ,1,"$1,139.00 ","1,139.00",$234.19 ,ADP,APQT
D6385-1,!WEB,621013,2/21/2022,,24027,WIX24027,$12.01 ,,$13.28 ,,,WIX,A
D6385-1,!WEB,621013,2/21/2022,,57792,WIX57792,$20.51 ,2,$21.90 ,$43.80 ,$2.78 ,WIX,A
D3410,97,618972,2/3/2022,08:09:27AM,603-5505,DOR603-5505,$166.17 ,1,$230.22 ,$230.22 ,$64.05 ,DOR,AP
D711,97,621612,2/24/2022,01:34:19PM,9610HD,GAT9610HD,$12.35 ,1,$19.07 ,$19.07 ,$6.72 ,GAT,AP
5860,54,1137178,2/25/2022,12:35:35PM,361-168,DAY361-168,$16.87 ,4,$24.46 ,$97.84 ,$30.36 ,DAY,AP
5860,54,1137178,2/25/2022,12:35:35PM,452-9375,DAY452-9375,$87.37 ,2,$137.67 ,$275.34 ,$100.60 ,DAY,A
5860,54,1137178,2/25/2022,12:35:35PM,50-387,DAY50-387,$178.22 ,2,$262.78 ,$525.56 ,$169.12 ,DAY,A
5860,54,1137178,2/25/2022,12:35:35PM,M66884,DAYM66884,$36.38 ,2,$53.97 ,$107.94 ,$35.18 ,DAY,A
D9045,97,621117,2/21/2022,01:55:10PM,60402-0010,AGA60402-0010,$0.86 ,2,$2.00 ,$4.00 ,$2.28 ,AGA,AP
5866,85,1133642,2/3/2022,03:42:03PM,49275,WIX49275,$37.67 ,3,$37.70 ,$113.10 ,$0.09 ,WIX,AP
D9045,97,621117,2/21/2022,01:55:10PM,60402-0008,AGA60402-0008,$0.66 ,2,$1.53 ,$3.06 ,$1.74 ,AGA,AP
D9045,97,621117,2/21/2022,01:55:10PM,60401-0010,AGA60401-0010,$0.94 ,2,$2.19 ,$4.38 ,$2.50 ,AGA,AP
5866,85,1133642,2/3/2022,03:42:03PM,49276,WIX49276,$24.79 ,0,$24.77 ,,,WIX,AP
D9045,97,621117,2/21/2022,01:55:10PM,60401-0008,AGA60401-0008,$1.02 ,2,$2.25 ,$4.50 ,$2.46 ,AGA,AP
5866,85,1136352,2/21/2022,10:22:57AM,57526,WIX57526,$4.40 ,1,$4.70 ,$4.70 ,$0.30 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,51516,WIX51516,$4.89 ,0,$4.39 ,,,WIX,AP
5866,85,1136352,2/21/2022,10:22:57AM,WA10679,WIXWA10679,$19.60 ,0,$43.98 ,,,WIX,AP
5866,85,1136352,2/21/2022,10:22:57AM,46605,WIX46605,$30.49 ,1,$47.75 ,$47.75 ,$17.26 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,46489,WIX46489,$24.54 ,1,$26.67 ,$26.67 ,$2.13 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,46883,WIX46883,$52.03 ,1,$56.41 ,$56.41 ,$4.38 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,57151MP,WIX57151MP,$14.60 ,6,$14.58 ,$87.48 ,($0.12),WIX,AP
5866,85,1136352,2/21/2022,10:22:57AM,46558,WIX46558,$20.93 ,1,$34.10 ,$34.10 ,$13.17 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,46490,WIX46490,$17.41 ,1,$19.18 ,$19.18 ,$1.77 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,57899XP,WIX57899XP,$6.28 ,6,$8.01 ,$48.06 ,$10.38 ,WIX,AP
1564,54,1133276,2/2/2022,12:17:22PM,8956K913,SPO8956K913,$7.77 ,1,$12.61 ,$12.61 ,$4.84 ,SPO,APQT
1564,54,1133276,2/2/2022,12:17:22PM,45126,SHL45126,$14.26 ,48,$14.99 ,$719.52 ,$35.04 ,SHL,A
1564,54,1133276,2/2/2022,12:17:22PM,HLK2138,ATMHLK2138,$13.50 ,1,$25.70 ,$25.70 ,$12.20 ,ATM,A
1564,54,1133276,2/2/2022,12:17:22PM,A18-27783-00,SPOA18-27783-000,$61.27 ,1,$85.77 ,$85.77 ,$24.50 ,SPO,APQT
1564,54,1133276,2/2/2022,12:17:22PM,2N2766,SPO2N2766,$6.30 ,16,$8.50 ,$136.00 ,$35.20 ,SPO,APQT
1564,54,1133276,2/2/2022,12:17:22PM,A18-21720-00,SPOA18-21720-004,$130.35 ,1,$175.97 ,$175.97 ,$45.62 ,SPO,APQT
9550-1,13,1132983,2/1/2022,08:16:37AM,MYSJT6-CART,LCSMYSJT6-CART,$2.70 ,50,$3.86 ,$193.00 ,$58.00 ,LCS,AP
9550-1,13,1132983,2/1/2022,08:16:37AM,1006021,SHL1006021,$7.66 ,6,$11.25 ,$67.50 ,$21.54 ,SHL,AP
3892-1,87,621943,2/28/2022,01:35:38PM,WP10266,WIXWP10266,$14.67 ,1,$16.86 ,$16.86 ,$2.19 ,WIX,AP
2807,6,1136865,2/24/2022,04:16:45PM,7421,TAC7421,$55.38 ,1,$79.86 ,$79.86 ,$24.48 ,TAC,AP
3892-1,87,621943,2/28/2022,01:35:38PM,57151MP,WIX57151MP,$14.60 ,1,$16.79 ,$16.79 ,$2.19 ,WIX,AP
2807,6,1136865,2/24/2022,04:16:45PM,5348,TAC5348,$198.44 ,1,$285.01 ,$285.01 ,$86.57 ,TAC,AP
3892-1,87,621943,2/28/2022,01:35:38PM,WF10458,WIXWF10458,$53.77 ,1,$61.85 ,$61.85 ,$8.08 ,WIX,AP
3892-1,87,621943,2/28/2022,01:35:38PM,10282,LUC10282,$11.24 ,4,$17.75 ,$71.00 ,$26.04 ,LUC,AP
5866,85,1136352,2/21/2022,10:22:57AM,46691,WIX46691,$51.21 ,1,$56.81 ,$56.81 ,$5.60 ,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,33399,WIX33399,$10.39 ,0,$12.23 ,,,WIX,A
5866,85,1136352,2/21/2022,10:22:57AM,33390,WIX33390,$6.60 ,12,$7.13 ,$85.56 ,$6.36 ,WIX,AP
5866,85,1136352,2/21/2022,10:22:57AM,KDT1711,ISNKDT1711,$11.55 ,0,$10.07 ,,,ISN,AP
7590,88,1134831,2/11/2022,12:30:35PM,9630HD,GAT9630HD,$14.03 ,1,$21.58 ,$21.58 ,$7.55 ,GAT,AP
4690,74,1134064,2/7/2022,04:56:50PM,MRK4726EH23S,MERMRK4726EH23S,$49.15 ,4,$73.21 ,$292.84 ,$96.24 ,MER,AP
4690,74,1134064,2/7/2022,04:56:50PM,10012097,CMT10012097,$130.78 ,4,$204.20 ,$816.80 ,$293.68 ,CMT,AP
D0590,97,619615,2/8/2022,02:00:00PM,AS-2L,HUNAS-2L,$3.63 ,1,$7.53 ,$7.53 ,$3.90 ,HUN,AP
3399,95,621036,2/21/2022,09:57:20AM,21891,GAT21891,$14.67 ,1,$23.27 ,$23.27 ,$8.60 ,GAT,AP
3399,95,621036,2/21/2022,09:57:20AM,22550,VEL022550,$4.86 ,2,$7.48 ,$14.96 ,$5.24 ,VEL,AP
D520,87,619177,2/4/2022,10:05:49AM,XK2124702QP,MERXK2124702QP,$40.14 ,2,$52.38 ,$104.76 ,$24.48 ,MER,AP
499,15,1136103,2/19/2022,09:29:00AM,G20239-1212,GATG20239-1212,$36.52 ,1,$73.91 ,$73.91 ,$37.39 ,GAT,AP
5866,85,1134879,2/11/2022,,51748XD,WIX51748XD,$36.17 ,,$36.14 ,,,WIX,AP
499,15,1136103,2/19/2022,09:29:00AM,70831,GAT70831,$8.43 ,7,$17.85 ,$124.95 ,$65.94 ,GAT,AP
499,15,1136103,2/19/2022,09:29:00AM,AW46P,LCSAW46P,$31.50 ,2,$70.46 ,$140.92 ,$77.92 ,LCS,AP
5866,85,1134879,2/11/2022,,51163,WIX51163,$9.17 ,,$9.34 ,,,WIX,AP
5866,85,1134879,2/11/2022,,33942,WIX33942,$47.06 ,,$50.26 ,,,WIX,A
499,15,1136103,2/19/2022,09:29:00AM,G20995-0412X,GATG20995-0412X,$5.69 ,2,$11.27 ,$22.54 ,$11.16 ,GAT,AP
5866,85,1134879,2/11/2022,,51792MP,WIX51792MP,$14.38 ,,$15.12 ,,,WIX,AP
499,15,1136103,2/19/2022,09:29:00AM,G20230-1212X,GATG20230-1212X,$12.24 ,1,$24.17 ,$24.17 ,$11.93 ,GAT,AP
5866,85,1134879,2/11/2022,,51195,WIX51195,$15.42 ,3,$16.46 ,$49.38 ,$3.12 ,WIX,A
D9402,!WEB,619883,2/10/2022,,1603-2,MIL1603-2,$1.24 ,,$2.11 ,,,MIL,A
D9402,!WEB,619883,2/10/2022,,19160,TRC19160,$6.41 ,,$11.54 ,,,TRC,A
D9402,!WEB,619883,2/10/2022,,49161,WIX49161,$11.37 ,,$12.75 ,,,WIX,A
D9402,!WEB,619883,2/10/2022,,19190,TRC19190,$6.41 ,,$11.54 ,,,TRC,A
D9402,!WEB,619883,2/10/2022,,WF10069,WIXWF10069,$72.89 ,,$81.73 ,,,WIX,A
D3715,97,620920,2/18/2022,03:02:34PM,MRK4710QH23S,MERMRK4710QH23S,$51.05 ,2,$84.69 ,$169.38 ,$67.28 ,MER,A
9000,85,1136823,2/23/2022,09:17:28AM,A1507,ACDA1507,$0.55 ,1,$23.23 ,$23.23 ,$22.68 ,ACD,AP
5596,4,1133034,2/1/2022,08:08:51AM,03-34467-000,SPO03-34467-000,$34.78 ,2,$46.95 ,$93.90 ,$24.34 ,SPO,APQT
9580-1,88,1135831,2/17/2022,03:16:36PM,6550A-VM,ECC6550A-VM,$85.70 ,1,$152.60 ,$152.60 ,$66.90 ,ECC,AP
9580-1,88,1135831,2/17/2022,03:16:36PM,530,ECC530,$17.58 ,2,$29.17 ,$58.34 ,$23.18 ,ECC,A
D4140,95,619911,2/10/2022,02:37:11PM,FG-LF3000,MISFG-LF3000,$21.82 ,2,$28.03 ,$56.06 ,$12.42 ,MIS,AP
D9402,!WEB,619883,2/10/2022,,TMRBUH13,ISNTMRBUH13,$6.89 ,,$11.28 ,,,ISN,A
D9402,!WEB,619883,2/10/2022,,24218,GAT24218,$21.05 ,2,$36.86 ,$73.72 ,$31.62 ,GAT,A
D9402,!WEB,619883,2/10/2022,,49902,WIX49902,$20.99 ,,$23.69 ,,,WIX,A
5860,64,1136874,2/24/2022,09:12:56AM,343-4009,STM343-4009,$8.62 ,2,$12.66 ,$25.32 ,$8.08 ,STM,AP
520-1,74,1133518,2/3/2022,04:16:58PM,M17347,ATMM17347,$17.04 ,2,$25.94 ,$51.88 ,$17.80 ,ATM,AP
D9402,!WEB,619883,2/10/2022,,11148,LUC11148,$5.34 ,,$7.57 ,,,LUC,A
D9402,!WEB,619883,2/10/2022,,91740,GRC91740,$0.99 ,,$2.51 ,,,GRC,A
D1170,16,619481,2/7/2022,09:27:00AM,R56-1114,SPOR56-1114,$157.28 ,1,$199.99 ,$199.99 ,$42.71 ,SPO,APQT
D3435,69,620811,2/18/2022,07:38:53AM,BT31P1000,ELCBT31P1000,$70.45 ,10,$82.99 ,$829.90 ,$125.40 ,ELC,AP
D1170,16,619481,2/7/2022,09:27:00AM,321-369S,DAY321-369S,$25.85 ,4,$47.58 ,$190.32 ,$86.92 ,DAY,A
D1170,16,619481,2/7/2022,09:27:00AM,ATR59-41-008,SPOATR59-41-008ATR,$219.33 ,4,$275.00 ,"1,100.00",$222.68 ,SPO,APQT
D1170,16,619481,2/7/2022,09:27:00AM,C13-1007,SPOC13-1007,$169.14 ,2,$225.00 ,$450.00 ,$111.72 ,SPO,APQT
D1170,16,619481,2/7/2022,09:27:00AM,R56-1164,SPOR56-1164,$17.39 ,1,$26.08 ,$26.08 ,$8.69 ,SPO,APQT
D3435,69,620811,2/18/2022,07:38:53AM,AW46P,LCSAW46P,$31.50 ,4,$34.50 ,$138.00 ,$12.00 ,LCS,AP
5325-1,!WEB,1137532,2/28/2022,,WA10941,WIXWA10941,$14.94 ,6,$12.98 ,$77.88 ,($11.76),WIX,A
D9650,97,618696,2/1/2022,11:12:50AM,1601,TAC1601,$23.06 ,1,$39.02 ,$39.02 ,$15.96 ,TAC,A
D9650,97,618696,2/1/2022,11:12:50AM,G45527-1010S,GATG45527-1010S,$3.36 ,0,$6.84 ,,,GAT,A
D9650,97,618696,2/1/2022,11:12:50AM,8506,TAC8506,$83.88 ,0,$131.40 ,,,TAC,AP
D9650,97,618696,2/1/2022,11:12:50AM,7118G,TAC7118G,$13.38 ,0,$21.90 ,,,TAC,A
D9650,97,618696,2/1/2022,11:12:50AM,4580S,TAC4580S,$9.74 ,0,$16.74 ,,,TAC,A
D9650,97,618696,2/1/2022,11:12:50AM,370025A,FMC370025A,$18.46 ,2,$27.42 ,$54.84 ,$17.92 ,FMC,A
D0912,123,618670,2/1/2022,10:05:43AM,451036MVB,SLN451036MVB,$16.35 ,1,$24.86 ,$24.86 ,$8.51 ,SLN,AP
D0912,123,618670,2/1/2022,10:05:43AM,451036MV,SLN451036MV,$29.59 ,1,$35.95 ,$35.95 ,$6.36 ,SLN,AP
D6702,69,618879,2/2/2022,09:41:46AM,10002,LUC10002,$17.85 ,1,$23.95 ,$23.95 ,$6.10 ,LUC,AP
D6702,69,618879,2/2/2022,09:41:46AM,57746XD,WIX57746XD,$36.45 ,1,$46.88 ,$46.88 ,$10.43 ,WIX,A
4795-1,13,1134118,2/8/2022,03:30:19PM,60492,JSP60492,$6.25 ,5,$13.75 ,$68.75 ,$37.50 ,JSP,A
2282,15,1134220,2/8/2022,01:40:18PM,20053,VEL020053,$31.49 ,1,$52.91 ,$52.91 ,$21.42 ,VEL,AP
4795-1,13,1134118,2/8/2022,03:30:19PM,440161MTL,KDE440161MTL,$17.52 ,12,$26.55 ,$318.60 ,$108.36 ,KDE,AP
4795-1,13,1134118,2/8/2022,03:30:19PM,16144,VEL016144,$1.49 ,10,$3.28 ,$32.80 ,$17.90 ,VEL,A
2282,15,1134220,2/8/2022,01:40:18PM,16960,VEL016960,$5.17 ,1,$7.60 ,$7.60 ,$2.43 ,VEL,AP
4795-1,13,1134118,2/8/2022,03:30:19PM,177.BG1,ATM177.BG1,$6.53 ,5,$11.22 ,$56.10 ,$23.45 ,ATM,A
D9402,!WEB,619883,2/10/2022,,49136,WIX49136,$13.77 ,,$16.03 ,,,WIX,A
D9402,!WEB,619883,2/10/2022,,1601,MIL1601,$0.82 ,,$1.39 ,,,MIL,A
D9402,!WEB,619883,2/10/2022,,1603-1,MIL1603-1,$1.24 ,,$2.11 ,,,MIL,A
4866-1,64,1133764,2/4/2022,10:35:50AM,4075,FJC4075,$0.09 ,-2,$1.68 ,($3.36),($3.18),FJC,A
D3410,123,619194,2/4/2022,11:05:27AM,441799,SLN441799,$11.50 ,2,$21.64 ,$43.28 ,$20.28 ,SLN,A
D1922,69,618836,2/2/2022,08:35:04AM,90-01-4576N,WIL90-01-4576N,$138.04 ,1,$160.00 ,$160.00 ,$21.96 ,WIL,AP
D1922,69,618836,2/2/2022,08:35:04AM,45126,SHL45126,$14.26 ,48,$15.75 ,$756.00 ,$71.52 ,SHL,AP
D1922,69,618836,2/2/2022,08:35:04AM,90-01-4513N,WIL90-01-4513N,$161.18 ,1,$205.00 ,$205.00 ,$43.82 ,WIL,AP
2034,74,1135631,2/17/2022,08:11:46AM,45128,SHL45128,$63.95 ,4,$94.97 ,$379.88 ,$124.08 ,SHL,AP
2034,74,1135631,2/17/2022,08:11:46AM,DEF-2.5G,LCSDEF-2.5G,$8.04 ,10,$12.61 ,$126.10 ,$45.70 ,LCS,AP
2034,74,1135631,2/17/2022,08:11:46AM,55060,AFF55060,$74.17 ,1,$118.84 ,$118.84 ,$44.67 ,AFF,AP
2034,74,1135631,2/17/2022,08:11:46AM,57620MP,WIX57620MP,$6.36 ,4,$9.59 ,$38.36 ,$12.92 ,WIX,AP
2034,74,1135631,2/17/2022,08:11:46AM,60681,GRC60681,$14.52 ,1,$21.36 ,$21.36 ,$6.84 ,GRC,AP
2034,74,1135631,2/17/2022,08:11:46AM,10881,LUC10881,$4.92 ,4,$6.64 ,$26.56 ,$6.88 ,LUC,AP
2034,74,1135631,2/17/2022,08:11:46AM,WF10112,WIXWF10112,$45.26 ,4,$69.17 ,$276.68 ,$95.64 ,WIX,A
D7233-1,95,619729,2/9/2022,11:20:06AM,BT4DLT,ELCBT4DLT,$106.35 ,2,$147.67 ,$295.34 ,$82.64 ,ELC,AP
D3555,69,619808,2/10/2022,,WF10011,WIXWF10011,$67.18 ,1,$59.78 ,$59.78 ,($7.40),WIX,A
D2160,95,620740,2/18/2022,07:51:12AM,60110-0604,AGA60110-0604,$0.97 ,1,$3.83 ,$3.83 ,$2.86 ,AGA,A
D711,129,621461,2/23/2022,02:30:09PM,WF10008,WIXWF10008,$42.77 ,1,$61.21 ,$61.21 ,$18.44 ,WIX,A
3163-1,64,1135818,2/17/2022,02:13:43PM,577.99701HD,ATM577.99701HD,$128.36 ,1,$192.71 ,$192.71 ,$64.35 ,ATM,AP
D711,129,621461,2/23/2022,02:30:09PM,LIS61060,ISNLIS61060,$16.78 ,1,$22.17 ,$22.17 ,$5.39 ,ISN,AP
D711,129,621461,2/23/2022,02:30:09PM,GWON48100,AMXGWON48100,$18.40 ,1,$24.99 ,$24.99 ,$6.59 ,AMX,AP
9650-1,15,1135941,2/18/2022,,AST4320,ISNAST4320,$93.96 ,4,$140.94 ,$563.76 ,$187.92 ,ISN,AP
D711,129,621461,2/23/2022,02:30:09PM,WF10249,WIXWF10249,$27.73 ,1,$34.55 ,$34.55 ,$6.82 ,WIX,A
D711,129,621461,2/23/2022,02:30:09PM,2115-21,MLW2115-21,$46.75 ,1,$62.99 ,$62.99 ,$16.24 ,MLW,AP
3163-1,64,1135818,2/17/2022,02:13:43PM,AW32P,LCSAW32P,$30.54 ,2,$47.45 ,$94.90 ,$33.82 ,LCS,AP
D711,129,621461,2/23/2022,02:30:09PM,OTC4556,ISNOTC4556,$10.53 ,1,$14.80 ,$14.80 ,$4.27 ,ISN,AP
1401-1,46,1134181,2/8/2022,,G34205-1212,GATG34205-1212,$23.07 ,2,$35.34 ,$70.68 ,$24.54 ,GAT,A
7985,16,620377,2/15/2022,02:03:19PM,562.55001SW,ATM562.55001SW,$121.51 ,1,$165.87 ,$165.87 ,$44.36 ,ATM,APQRT
6402-1,74,1136356,2/21/2022,04:28:31PM,20065,VEL020065,$0.32 ,15,$0.60 ,$9.00 ,$4.20 ,VEL,A
6402-1,74,1136356,2/21/2022,04:28:31PM,16222,VEL016222,$3.88 ,4,$6.38 ,$25.52 ,$10.00 ,VEL,AP
1180,54,1134522,2/10/2022,11:37:12AM,4080114C2,SPO4080114C2,$140.00 ,1,$203.50 ,$203.50 ,$63.50 ,SPO,APQT
6402-1,74,1136356,2/21/2022,04:28:31PM,12012,VEL012012,$2.38 ,3,$3.93 ,$11.79 ,$4.65 ,VEL,A
6402-1,74,1136356,2/21/2022,04:28:31PM,S-C461,SASS-C461,$24.21 ,1,$41.60 ,$41.60 ,$17.39 ,SAS,A
560,64,1135591,2/16/2022,04:24:45PM,82-6721,GRC82-6721,$87.72 ,1,$123.93 ,$123.93 ,$36.21 ,GRC,AP
560,64,1135591,2/16/2022,04:24:45PM,56039,VEL056039,$0.77 ,50,$1.25 ,$62.50 ,$24.00 ,VEL,AP
560,64,1135591,2/16/2022,04:24:45PM,82-5702,GRC82-5702,$84.71 ,1,$123.93 ,$123.93 ,$39.22 ,GRC,AP
5705-1,6,1133206,2/2/2022,02:53:50PM,25400,PIG25400,$89.23 ,1,$121.50 ,$121.50 ,$32.27 ,PIG,AP
1572,15,1137225,2/25/2022,02:32:24PM,XK3124707QP,MERXK3124707QP,$51.89 ,3,$71.91 ,$215.73 ,$60.06 ,MER,AP
1572,15,1137225,2/25/2022,02:32:24PM,77807BW,WEB77807BW,$100.27 ,4,$166.11 ,$664.44 ,$263.36 ,WEB,AP
5860,74,1137103,2/25/2022,08:31:42AM,41812,SHL41812,$9.91 ,2,$14.71 ,$29.42 ,$9.60 ,SHL,A
D0525,123,618957,2/2/2022,04:00:37PM,383-0136,STM383-0136,$22.85 ,2,$38.08 ,$76.16 ,$30.46 ,STM,A
D0525,123,618957,2/2/2022,04:00:37PM,R202001,MERR202001,$264.91 ,1,$395.01 ,$395.01 ,$130.10 ,MER,AP
1410-1,!WEB,1133049,2/1/2022,10:46:29AM,S600,SLNS600,$6.55 ,1,$9.17 ,$9.17 ,$2.62 ,SLN,A
4858,54,1133239,2/2/2022,01:05:55PM,PFC-8,MHKPFC-8,$9.55 ,2,$15.40 ,$30.80 ,$11.70 ,MHK,AP
6402-1,64,1137405,2/28/2022,10:44:35AM,51791MP,WIX51791MP,$9.20 ,2,$11.49 ,$22.98 ,$4.58 ,WIX,A
6402-1,64,1137405,2/28/2022,10:44:35AM,10002,LUC10002,$17.85 ,1,$25.91 ,$25.91 ,$8.06 ,LUC,AP
6402-1,64,1137405,2/28/2022,10:44:35AM,10287,LUC10287,$11.91 ,10,$17.92 ,$179.20 ,$60.10 ,LUC,AP
6402-1,64,1137405,2/28/2022,10:44:35AM,51660,WIX51660,$18.83 ,1,$23.46 ,$23.46 ,$4.63 ,WIX,AP
6402-1,64,1137405,2/28/2022,10:44:35AM,33721,WIX33721,$16.18 ,1,$20.19 ,$20.19 ,$4.01 ,WIX,AP
6402-1,64,1137405,2/28/2022,10:44:35AM,WF10005,WIXWF10005,$20.02 ,1,$24.95 ,$24.95 ,$4.93 ,WIX,AP
9576-1,16,1136884,2/24/2022,04:03:31PM,5010696C,MID5010696C,$213.21 ,1,$441.12 ,$441.12 ,$227.91 ,MID,A
4784,54,1135972,2/18/2022,12:20:49PM,R6600M,ECCR6600M,$7.74 ,6,$12.46 ,$74.76 ,$28.32 ,ECC,AP
5866,85,1135788,2/17/2022,,51680,WIX51680,$52.65 ,,$56.23 ,,,WIX,A
D4961-1,97,621405,2/23/2022,11:49:22AM,K081059HD,GATK081059HD,$26.39 ,2,$37.43 ,$74.86 ,$22.08 ,GAT,AP
5866,85,1135788,2/17/2022,,42547,WIX42547,$66.66 ,2,$72.27 ,$144.54 ,$11.22 ,WIX,A
5866,85,1135788,2/17/2022,,49124,WIX49124,$61.49 ,,$73.34 ,,,WIX,A
5866,85,1135788,2/17/2022,,42546,WIX42546,$98.55 ,2,$105.24 ,$210.48 ,$13.38 ,WIX,A
D0517,69,620871,2/18/2022,07:27:50AM,27479,GAT27479,$30.42 ,0,$43.28 ,,,GAT,A
D1013,16,618996,2/3/2022,09:28:53AM,5002984X,MID5002984X,$313.63 ,1,$359.99 ,$359.99 ,$46.36 ,MID,AP
2586-1,13,1136748,2/23/2022,10:52:44AM,10700-3,TLC10700-3,$1.06 ,6,$2.46 ,$14.76 ,$8.40 ,TLC,A
2586-1,13,1136748,2/23/2022,10:52:44AM,AN97-20,JIPAN97-20,$3.65 ,4,$6.89 ,$27.56 ,$12.96 ,JIP,A
2586-1,13,1136748,2/23/2022,10:52:44AM,1050A-3,TLC1050A-3,$3.90 ,6,$7.04 ,$42.24 ,$18.84 ,TLC,A
2586-1,13,1136748,2/23/2022,10:52:44AM,E92005,ECCE92005,$20.88 ,2,$37.80 ,$75.60 ,$33.84 ,ECC,AP
2586-1,13,1136748,2/23/2022,10:52:44AM,1050-3,TLC1050-3,$3.98 ,6,$7.18 ,$43.08 ,$19.20 ,TLC,A
2586-1,13,1136748,2/23/2022,10:52:44AM,AN97-18,JIPAN97-18,$3.65 ,4,$7.56 ,$30.24 ,$15.64 ,JIP,A
5860,64,1137302,2/26/2022,10:35:17AM,60144-0406,AGA60144-0406,$2.26 ,1,$6.31 ,$6.31 ,$4.05 ,AGA,AP
5860,64,1137302,2/26/2022,10:35:17AM,G25170-0808X,GATG25170-0808X,$5.56 ,1,$8.60 ,$8.60 ,$3.04 ,GAT,AP
D3250-1,95,620901,2/18/2022,01:57:56PM,980-220D,DOR980-220D,$1.92 ,1,$3.99 ,$3.99 ,$2.07 ,DOR,A
5860,64,1137302,2/26/2022,10:35:17AM,148030,VEL148030,$5.68 ,1,$11.10 ,$11.10 ,$5.42 ,VEL,A
5860,64,1137302,2/26/2022,10:35:17AM,70283,GAT70283,$3.05 ,7,$6.12 ,$42.84 ,$21.49 ,GAT,AP
2586-1,13,1136748,2/23/2022,10:52:44AM,46882,WIX46882,$65.10 ,0,$61.22 ,,,WIX,A
