SALES HISTORY LOAD FILE 3,,,,,,,,,,,,,
05/01/2022 02:54:13PM,,,,,,,,,,,,,
Ship To,Counterman,Invoice Number,INVOICE DATE,ENTRY TIME,Part Number,Part Number With Vendor,Unit Cost,Qty Ship,Unit Sell Price,Extended Part Price,Extended Part Profit,VND,Options
4179,85,1146950,4/26/2022,12:25:52PM,33949,WIX33949,$19.31 ,1,$23.56 ,$23.56 ,$4.25 ,WIX,A
4179,85,1146950,4/26/2022,12:25:52PM,WF10175,WIXWF10175,$52.65 ,1,$59.60 ,$59.60 ,$6.95 ,WIX,A
3470-1,13,1147341,4/28/2022,03:51:55PM,S-778,MILS-778,$1.57 ,1,$3.89 ,$3.89 ,$2.32 ,MIL,A
3470-1,13,1147341,4/28/2022,03:51:55PM,7945C,ECC7945C,$43.70 ,4,$62.88 ,$251.52 ,$76.72 ,ECC,AP
3470-1,13,1147341,4/28/2022,03:51:55PM,562.U3235SS,ATM562.U3235SS,$6.87 ,4,$11.80 ,$47.20 ,$19.72 ,ATM,A
3470-1,13,1147341,4/28/2022,03:51:55PM,R955276566N,MERR955276566N,$15.20 ,2,$24.98 ,$49.96 ,$19.56 ,MER,A
3470-1,13,1147341,4/28/2022,03:51:55PM,S-775,MILS-775,$5.12 ,2,$8.24 ,$16.48 ,$6.24 ,MIL,AP
3470-1,13,1147341,4/28/2022,03:51:55PM,H6054,WAGH6054,$4.82 ,6,$6.45 ,$38.70 ,$9.78 ,WAG,AP
3470-1,13,1147341,4/28/2022,03:51:55PM,38780,SKF38780,$28.99 ,4,$32.62 ,$130.48 ,$14.52 ,SKF,AP
3470-1,13,1147341,4/28/2022,03:51:55PM,S-777,MILS-777,$1.83 ,1,$3.64 ,$3.64 ,$1.81 ,MIL,A
3470-1,13,1147341,4/28/2022,03:51:55PM,RY612,SPORY612,$7.58 ,0,$14.33 ,,,SPO,A
D1480,4,1147325,4/28/2022,11:39:40AM,SUW-34,DAYSUW-34,$0.36 ,4,$0.76 ,$3.04 ,$1.60 ,DAY,A
D1480,4,1147325,4/28/2022,11:39:40AM,DN-34,DAYDN-34,$0.53 ,4,$1.31 ,$5.24 ,$3.12 ,DAY,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-9524-R,EUCE-9524-R,$4.26 ,40,$4.84 ,$193.60 ,$23.20 ,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-6001A,EUCE-6001A,$4.82 ,16,$5.48 ,$87.68 ,$10.56 ,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-9005-L,EUCE-9005-L,$3.05 ,20,$3.47 ,$69.40 ,$8.40 ,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-9006,EUCE-9006,$4.70 ,40,$5.35 ,$214.00 ,$26.00 ,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5964,EUCE-5964,$0.58 ,575,$0.97 ,$557.75 ,$224.25 ,EUC,AP
1614-1,105,1144173,4/8/2022,09:48:30AM,E-10223,EUCE-10223,$8.54 ,0,$10.03 ,,,EUC,AP
1626-1,4,1143475,4/5/2022,09:07:39AM,8880,MMM8880,$3.25 ,60,$4.15 ,$249.00 ,$54.00 ,MMM,A
520-1,54,1144067,4/8/2022,08:49:07AM,170.802191,ATM170.802191,$218.36 ,1,$327.55 ,$327.55 ,$109.19 ,ATM,A
5710,101,1144014,4/7/2022,07:33:07PM,33743,WIX33743,$17.86 ,4,$19.07 ,$76.28 ,$4.84 ,WIX,AP
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5933-L,EUCE-5933-L,$3.69 ,0,$5.00 ,,,EUC,AP
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5728,EUCE-5728,$1.55 ,50,$1.76 ,$88.00 ,$10.50 ,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-8976-L,EUCE-8976-L,$12.38 ,0,$14.07 ,,,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5990-L,EUCE-5990-L,$5.70 ,0,$6.48 ,,,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5887,EUCE-5887,$1.46 ,10,$1.66 ,$16.60 ,$2.00 ,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5930-R,EUCE-5930-R,$5.29 ,0,$6.01 ,,,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-6024-L,EUCE-6024-L,$22.97 ,15,$26.10 ,$391.50 ,$46.95 ,EUC,AP
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5933-R,EUCE-5933-R,$4.47 ,0,$5.08 ,,,EUC,A
1614-1,105,1144173,4/8/2022,09:48:30AM,E-5798,EUCE-5798,$1.13 ,25,$3.56 ,$89.00 ,$60.75 ,EUC,AP
1614-1,105,1144173,4/8/2022,09:48:30AM,E-8976-R,EUCE-8976-R,$12.38 ,0,$14.07 ,,,EUC,A
D3240,87,627375,4/13/2022,11:32:17AM,K080776HD,GATK080776HD,$26.28 ,1,$43.74 ,$43.74 ,$17.46 ,GAT,A
1753-1,47,1143181,4/4/2022,06:49:24AM,GP2430XL,MIDGP2430XL,$6.52 ,-1,$98.13 ,($98.13),($91.61),MID,A
D9654,123,626384,4/6/2022,09:35:55AM,54663,GRC54663,$43.49 ,2,$65.23 ,$130.46 ,$43.48 ,GRC,A
D9654,123,626384,4/6/2022,09:35:55AM,10058,LUC10058,$1.29 ,12,$1.70 ,$20.40 ,$4.92 ,LUC,AP
D0517,123,628050,4/19/2022,12:51:34PM,60490-2424,AGA60490-2424,$3.75 ,1,$15.88 ,$15.88 ,$12.13 ,AGA,A
D1025,69,629196,4/28/2022,07:16:44AM,70390,GAT70390,$2.53 ,25,$4.42 ,$110.50 ,$47.25 ,GAT,A
D1025,69,629196,4/28/2022,07:16:44AM,85601,GAT85601,$177.52 ,1,$284.92 ,$284.92 ,$107.40 ,GAT,A
4129,15,1143189,4/4/2022,08:35:46AM,BT31S1000,ELCBT31S1000,$70.96 ,2,$100.53 ,$201.06 ,$59.14 ,ELC,A
4129,15,1143189,4/4/2022,08:35:46AM,82-9130,GRC82-9130,$2.25 ,1,$3.38 ,$3.38 ,$1.13 ,GRC,AFP
80,88,1143244,4/4/2022,08:46:09AM,S35-24EXA,GRKS35-24EXA,$19.59 ,1,$36.26 ,$36.26 ,$16.67 ,GRK,AP
80,88,1143244,4/4/2022,08:46:09AM,SF-3536,GRKSF-3536,$56.91 ,1,$89.86 ,$89.86 ,$32.95 ,GRK,A
80,88,1143244,4/4/2022,08:46:09AM,RB-35ZN,GRKRB-35ZN,$2.82 ,2,$4.69 ,$9.38 ,$3.74 ,GRK,AP
3966,64,1143352,4/4/2022,03:22:55PM,BT31S1000,ELCBT31S1000,$70.96 ,3,$100.53 ,$301.59 ,$88.71 ,ELC,A
80,88,1143244,4/4/2022,08:46:09AM,136122,EXC136122,$26.96 ,1,$41.65 ,$41.65 ,$14.69 ,EXC,A
80,88,1143244,4/4/2022,08:46:09AM,S35-36EXA,GRKS35-36EXA,$28.16 ,1,$39.42 ,$39.42 ,$11.26 ,GRK,AP
80,88,1143244,4/4/2022,08:46:09AM,562.U3135SS-,ATM562.U3135SS-T,$8.05 ,2,$14.64 ,$29.28 ,$13.18 ,ATM,A
515,54,1147039,4/27/2022,09:42:36AM,MNK4711QH23S,MERMNK4711QH23S,$65.51 ,2,$95.23 ,$190.46 ,$59.44 ,MER,AP
D5456,95,628804,4/26/2022,09:35:16AM,60272Y,TLC60272Y,$32.42 ,2,$43.84 ,$87.68 ,$22.84 ,TLC,AP
3980-1,6,1143398,4/4/2022,05:11:02PM,81-3115,GRC81-3115,$101.99 ,1,$175.50 ,$175.50 ,$73.51 ,GRC,A
5860,54,1143332,4/4/2022,02:07:24PM,MRK4707QH23V,MERMRK4707QH23V,$32.67 ,4,$47.13 ,$188.52 ,$57.84 ,MER,A
7630,16,1147201,4/28/2022,04:46:45PM,3119,FJC3119,$0.87 ,1,$5.19 ,$5.19 ,$4.32 ,FJC,A
7630,16,1147201,4/28/2022,04:46:45PM,K060525HD,GATK060525HD,$15.10 ,1,$25.96 ,$25.96 ,$10.86 ,GAT,A
7630,16,1147201,4/28/2022,04:46:45PM,7408,TAC7408,$27.72 ,1,$41.90 ,$41.90 ,$14.18 ,TAC,A
7630,16,1147201,4/28/2022,04:46:45PM,5366S,TAC5366S,$220.12 ,1,$299.28 ,$299.28 ,$79.16 ,TAC,AP
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,57182,WIX57182,$10.55 ,0,$9.38 ,,,WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,46842,WIX46842,$60.24 ,1,$57.82 ,$57.82 ,($2.42),WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,57140,WIX57140,$30.52 ,3,$29.01 ,$87.03 ,($4.53),WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,33330,WIX33330,$15.54 ,0,$12.45 ,,,WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,51607MP,WIX51607MP,$5.47 ,1,$5.16 ,$5.16 ,($0.31),WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,33325,WIX33325,$11.66 ,2,$9.72 ,$19.44 ,($3.88),WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,WF10564,WIXWF10564,$28.31 ,1,$29.18 ,$29.18 ,$0.87 ,WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,42610,WIX42610,$66.08 ,1,$64.00 ,$64.00 ,($2.08),WIX,A
2586-1,!WEB,1143501,4/5/2022,10:24:15AM,46433,WIX46433,$28.05 ,1,$26.46 ,$26.46 ,($1.59),WIX,A
5860,88,1144840,4/13/2022,02:03:19PM,705335,VEL705335,$27.04 ,1,$37.86 ,$37.86 ,$10.82 ,VEL,AP
5860,88,1144840,4/13/2022,02:03:19PM,708510,VEL708510,$5.61 ,1,$9.69 ,$9.69 ,$4.08 ,VEL,AP
5860,88,1144840,4/13/2022,02:03:19PM,179.1001,ATM179.1001,$2.30 ,2,$4.36 ,$8.72 ,$4.12 ,ATM,A
D4634,87,627607,4/15/2022,,60473-101010,AGA60473-101010,$4.67 ,2,$9.62 ,$19.24 ,$9.90 ,AGA,AP
9248,74,1146548,4/25/2022,01:05:18PM,NC3080,MISNC3080,$4.06 ,0,$6.60 ,,,MIS,A
9248,74,1146548,4/25/2022,01:05:18PM,NC3090,MISNC3090,$4.78 ,10,$6.56 ,$65.60 ,$17.80 ,MIS,AP
2131,15,1146555,4/25/2022,09:07:54AM,7408,TAC7408,$27.72 ,-1,$37.71 ,($37.71),($9.99),TAC,A
2131,15,1146555,4/25/2022,09:07:54AM,AP1-Q,HUNAP1-Q,$2.25 ,1,$4.40 ,$4.40 ,$2.15 ,HUN,AP
2131,15,1146555,4/25/2022,09:07:54AM,SAS6604,ISNSAS6604,$16.15 ,1,$24.84 ,$24.84 ,$8.69 ,ISN,AP
2131,15,1146555,4/25/2022,09:07:54AM,7132,TAC7132,$23.27 ,1,$38.08 ,$38.08 ,$14.81 ,TAC,A
2131,15,1146555,4/25/2022,09:07:54AM,54400,SEL54400,$1.65 ,1,$3.66 ,$3.66 ,$2.01 ,SEL,AP
5860,64,1144777,4/13/2022,11:11:04AM,TTA50,DXNTTA50,$0.36 ,1,$1.30 ,$1.30 ,$0.94 ,DXN,A
5860,64,1144777,4/13/2022,11:11:04AM,R955289714N,MERR955289714N,$22.89 ,1,$33.19 ,$33.19 ,$10.30 ,MER,AP
5860,88,1144877,4/13/2022,04:26:03PM,57097,VEL057097,$0.67 ,2,$2.01 ,$4.02 ,$2.68 ,VEL,A
5860,88,1144877,4/13/2022,04:26:03PM,82-6709,GRC82-6709,$1.94 ,12,$3.06 ,$36.72 ,$13.44 ,GRC,A
5860,88,1144877,4/13/2022,04:26:03PM,82-5709,GRC82-5709,$1.97 ,12,$3.06 ,$36.72 ,$13.08 ,GRC,A
2984,64,1143949,4/7/2022,11:44:25AM,400-611-033-,DAY400-611-033-0,$151.01 ,1,$202.23 ,$202.23 ,$51.22 ,DAY,AP
5860,88,1144877,4/13/2022,04:26:03PM,57098,VEL057098,$0.68 ,2,$2.38 ,$4.76 ,$3.40 ,VEL,A
5860,88,1144877,4/13/2022,04:26:03PM,82-9431,GRC82-9431,$1.59 ,2,$3.83 ,$7.66 ,$4.48 ,GRC,A
D1600,95,628972,4/27/2022,09:33:27AM,60800-0406,AGA60800-0406,$0.68 ,1,$2.97 ,$2.97 ,$2.29 ,AGA,AP
D1600,95,628972,4/27/2022,09:33:27AM,60800-0606,AGA60800-0606,$0.71 ,-1,$2.97 ,($2.97),($2.26),AGA,A
3459-1,13,1147284,4/28/2022,12:17:24PM,27004,GAT27004,$19.74 ,1,$28.85 ,$28.85 ,$9.11 ,GAT,A
3459-1,13,1147284,4/28/2022,12:17:24PM,K8-201-97,GTAK8-201-97,$86.07 ,4,$140.01 ,$560.04 ,$215.76 ,GTA,AP
5866,4,1144443,4/11/2022,,23C3856,GAT23C3856,$64.12 ,2,$92.02 ,$184.04 ,$55.80 ,GAT,AP
3459-1,13,1147284,4/28/2022,12:17:24PM,42906,GTA42906,$45.47 ,3,$66.45 ,$199.35 ,$62.94 ,GTA,AP
3459-1,13,1147284,4/28/2022,12:17:24PM,R134ACAN,LCSR134ACAN,$8.60 ,24,$11.98 ,$287.52 ,$81.12 ,LCS,AP
3459-1,13,1147284,4/28/2022,12:17:24PM,FR152,FLRFR152,$139.83 ,2,$213.89 ,$427.78 ,$148.12 ,FLR,AP
D0560-1,69,626982,4/11/2022,,197-440,DOR197-440,$10.11 ,1,$15.51 ,$15.51 ,$5.40 ,DOR,AP
D3941,69,628718,4/25/2022,12:11:31PM,AW68P,LCSAW68P,$32.14 ,10,$38.95 ,$389.50 ,$68.10 ,LCS,AP
D3941,69,628718,4/25/2022,12:11:31PM,LST-3434,PAILST-3434,$12.85 ,1,$21.64 ,$21.64 ,$8.79 ,PAI,A
D1158,16,627561,4/14/2022,03:47:25PM,463.DS1369,ATM463.DS1369,$90.58 ,1,$142.67 ,$142.67 ,$52.09 ,ATM,APQRT
D3941,69,628718,4/25/2022,12:11:31PM,LST-3634,PAILST-3634,$6.98 ,1,$11.96 ,$11.96 ,$4.98 ,PAI,A
D3941,69,628718,4/25/2022,12:11:31PM,S-20677,SASS-20677,$6.08 ,1,$10.49 ,$10.49 ,$4.41 ,SAS,A
5699-1,101,1146817,4/26/2022,08:13:46AM,DEF-2.5G,LCSDEF-2.5G,$8.28 ,10,$14.44 ,$144.40 ,$61.60 ,LCS,A
5699-1,101,1146817,4/26/2022,08:13:46AM,UP40,LCSUP40,$4.73 ,10,$8.00 ,$80.00 ,$32.70 ,LCS,AP
4990,47,1147207,4/28/2022,08:11:22AM,BT31P1000,ELCBT31P1000,$75.10 ,-3,$125.25 ,($375.75),($150.45),ELC,A
3470-1,13,1145804,4/20/2022,04:26:51PM,4582EZ,TAC4582EZ,$28.23 ,1,$39.29 ,$39.29 ,$11.06 ,TAC,AP
3470-1,13,1145804,4/20/2022,04:26:51PM,4429EZ,TAC4429EZ,$12.57 ,1,$20.57 ,$20.57 ,$8.00 ,TAC,A
5699-1,101,1144099,4/8/2022,02:08:03PM,136056,EXC136056,$11.75 ,1,$19.49 ,$19.49 ,$7.74 ,EXC,A
5699-1,101,1144099,4/8/2022,02:08:03PM,136081,EXC136081,$10.64 ,0,$16.88 ,,,EXC,AP
5699-1,101,1144099,4/8/2022,02:08:03PM,K050336HD,GATK050336HD,$10.53 ,1,$17.02 ,$17.02 ,$6.49 ,GAT,AP
5699-1,101,1144099,4/8/2022,02:08:03PM,K080605HD,GATK080605HD,$28.54 ,1,$44.00 ,$44.00 ,$15.46 ,GAT,AP
5699-1,101,1144099,4/8/2022,02:08:03PM,136117,EXC136117,$17.78 ,1,$29.82 ,$29.82 ,$12.04 ,EXC,A
290,13,1147197,4/28/2022,04:45:10PM,7143,TAC7143,$20.60 ,4,$28.82 ,$115.28 ,$32.88 ,TAC,AP
290,13,1147197,4/28/2022,04:45:10PM,85292,DOR85292,$1.42 ,10,$1.94 ,$19.40 ,$5.20 ,DOR,AP
290,13,1147197,4/28/2022,04:45:10PM,5781,TAC5781,$214.41 ,1,$282.97 ,$282.97 ,$68.56 ,TAC,AP
290,13,1147197,4/28/2022,04:45:10PM,4813,TAC4813,$0.09 ,100,$0.31 ,$31.00 ,$22.00 ,TAC,A
290,13,1147197,4/28/2022,04:45:10PM,4811,TAC4811,$0.08 ,100,$0.31 ,$31.00 ,$23.00 ,TAC,A
290,13,1147197,4/28/2022,04:45:10PM,8880,MMM8880,$3.25 ,36,$4.15 ,$149.40 ,$32.40 ,MMM,A
290,13,1147197,4/28/2022,04:45:10PM,5752A,TAC5752A,$182.58 ,1,$256.13 ,$256.13 ,$73.55 ,TAC,AP
290,13,1147197,4/28/2022,04:45:10PM,4815,TAC4815,$0.10 ,100,$0.37 ,$37.00 ,$27.00 ,TAC,A
D6200-1,129,629143,4/28/2022,05:19:20PM,60530-1212,AGA60530-1212,$5.28 ,1,$10.88 ,$10.88 ,$5.60 ,AGA,A
D6200-1,129,629143,4/28/2022,05:19:20PM,AW68P,LCSAW68P,$32.14 ,2,$47.05 ,$94.10 ,$29.82 ,LCS,AP
D6200-1,129,629143,4/28/2022,05:19:20PM,60520-1212,AGA60520-1212,$4.22 ,1,$9.23 ,$9.23 ,$5.01 ,AGA,AP
D6200-1,129,629143,4/28/2022,05:19:20PM,60325-1212,AGA60325-1212,$6.44 ,1,$13.78 ,$13.78 ,$7.34 ,AGA,AP
5860,6,1147558,4/29/2022,01:06:19PM,41812,SHL41812,$10.75 ,1,$15.77 ,$15.77 ,$5.02 ,SHL,A
5860,6,1147558,4/29/2022,01:06:19PM,AS8468,GASAS8468,$92.31 ,4,$181.26 ,$725.04 ,$355.80 ,GAS,AP
5860,6,1147558,4/29/2022,01:06:19PM,M65486,DAYM65486,$51.94 ,1,$77.91 ,$77.91 ,$25.97 ,DAY,A
5860,6,1147558,4/29/2022,01:06:19PM,EM59220,EXCEM59220,$6.53 ,1,$11.24 ,$11.24 ,$4.71 ,EXC,A
5860,6,1147558,4/29/2022,01:06:19PM,66864B,WEB66864B,$112.59 ,4,$146.23 ,$584.92 ,$134.56 ,WEB,A
5860,6,1147558,4/29/2022,01:06:19PM,47691,SKF47691,$31.65 ,1,$47.97 ,$47.97 ,$16.32 ,SKF,AP
5860,6,1147558,4/29/2022,01:06:19PM,R002435,MERR002435,$0.80 ,1,$1.95 ,$1.95 ,$1.15 ,MER,A
5860,6,1147558,4/29/2022,01:06:19PM,CB2106611XSA,MERCB2106611XSA,$49.06 ,1,$78.33 ,$78.33 ,$29.27 ,MER,AP
5860,6,1147558,4/29/2022,01:06:19PM,451039NR,SLN451039NR,$27.41 ,1,$45.66 ,$45.66 ,$18.25 ,SLN,A
1879,46,1145309,4/16/2022,09:27:06AM,51515MP,WIX51515MP,$4.55 ,1,$5.53 ,$5.53 ,$0.98 ,WIX,A
D711,95,626966,4/11/2022,11:30:20AM,NC3000,LCSNC3000,$5.41 ,1,$7.15 ,$7.15 ,$1.74 ,LCS,AP
1425-1,54,1146928,4/26/2022,,5500-20,FFB5500-20,$28.99 ,1,$46.68 ,$46.68 ,$17.69 ,FFB,A
D711,16,626153,4/4/2022,10:59:45AM,11-0187,DAY11-0187,$0.97 ,-2,$1.99 ,($3.98),($2.04),DAY,A
2153,54,1147073,4/27/2022,09:49:35AM,66864B,WEB66864B,$112.59 ,2,$150.12 ,$300.24 ,$75.06 ,WEB,A
D520,87,628471,4/22/2022,08:13:15AM,1696,SKF1696,$17.22 ,1,$26.21 ,$26.21 ,$8.99 ,SKF,AP
2153,54,1147073,4/27/2022,09:49:35AM,MRK4702QH23P,MERMRK4702QH23P,$38.50 ,2,$60.55 ,$121.10 ,$44.10 ,MER,A
2153,54,1147073,4/27/2022,09:49:35AM,MRK4707QH23P,MERMRK4707QH23P,$38.98 ,2,$57.65 ,$115.30 ,$37.34 ,MER,A
2153,54,1147073,4/27/2022,09:49:35AM,85123366002,MER85123366002,$144.69 ,2,$198.77 ,$397.54 ,$108.16 ,MER,A
5870-1,4,1143866,4/7/2022,02:08:11PM,MRK4709E2H23,MERMRK4709E2H23V,$32.65 ,12,$42.75 ,$513.00 ,$121.20 ,MER,A
D1375,95,626943,4/11/2022,10:33:27AM,GAFF18455,MERGAFF18455,$10.18 ,2,$16.66 ,$33.32 ,$12.96 ,MER,A
148,4,1143408,4/4/2022,08:12:58AM,51487,WIX51487,$7.04 ,3,$8.09 ,$24.27 ,$3.15 ,WIX,A
D3993,95,628416,4/21/2022,04:10:11PM,45126,SHL45126,$15.30 ,12,$19.92 ,$239.04 ,$55.44 ,SHL,A
D3993,95,628416,4/21/2022,04:10:11PM,51971MP,WIX51971MP,$14.59 ,2,$18.65 ,$37.30 ,$8.12 ,WIX,A
D3334,95,628969,4/27/2022,10:22:11AM,483624,LOC483624,$1.20 ,1,$1.50 ,$1.50 ,$0.30 ,LOC,AP
D3555,69,626551,4/7/2022,,LL-1164W,QEPLL-1164W,$52.44 ,1,$65.00 ,$65.00 ,$12.56 ,QEP,AP
D3555,69,626551,4/7/2022,,WL10106,WIXWL10106,$19.06 ,,$16.96 ,,,WIX,A
D4281,95,627710,4/15/2022,02:56:14PM,XACC/PSII-12,GATXACC/PSII-12,$2.86 ,6,$7.03 ,$42.18 ,$25.02 ,GAT,A
D4281,95,627710,4/15/2022,02:56:14PM,G46995-0012,GATG46995-0012,$3.32 ,2,$5.67 ,$11.34 ,$4.70 ,GAT,A
1207,4,1147232,4/28/2022,,51680,WIX51680,$55.81 ,,$31.57 ,,,WIX,A
5699-1,6,1144658,4/12/2022,10:51:36AM,UP90008,ACCUP90008,$5.07 ,1,$12.26 ,$12.26 ,$7.19 ,ACC,A
D9847,16,628257,4/20/2022,03:09:13PM,1642,SKF1642,$16.14 ,2,$23.21 ,$46.42 ,$14.14 ,SKF,AP
D1965,69,627051,4/12/2022,09:01:15AM,11BC096E,RBI11BC096E,$93.62 ,-2,$140.45 ,($280.90),($93.66),RBI,A
1207,4,1147232,4/28/2022,,33780,WIX33780,$30.56 ,6,$18.32 ,$109.92 ,($73.44),WIX,A
705-1,4,1145362,4/18/2022,02:43:24PM,RGT452272X1,SPORGT452272X1,$59.06 ,1,$72.44 ,$72.44 ,$13.38 ,SPO,APQT
4176,88,1145161,4/15/2022,09:47:17AM,36223,GAT36223,$23.20 ,1,$34.29 ,$34.29 ,$11.09 ,GAT,AP
D1415,16,626691,4/8/2022,05:00:00PM,6345,TAC6345,$134.07 ,1,$178.88 ,$178.88 ,$44.81 ,TAC,A
D6702,16,626031,4/1/2022,09:03:06AM,904-5050,DOR904-5050,$32.14 ,1,$48.21 ,$48.21 ,$16.07 ,DOR,A
2431,15,1145523,4/18/2022,04:59:00PM,A11205X2728,MERA11205X2728,$41.28 ,1,$55.73 ,$55.73 ,$14.45 ,MER,AP
D5953,97,628421,4/21/2022,04:49:57PM,650661,EXC650661,$16.15 ,1,$23.03 ,$23.03 ,$6.88 ,EXC,A
1518,6,1145394,4/18/2022,10:05:37AM,33528,WIX33528,$9.64 ,1,$13.12 ,$13.12 ,$3.48 ,WIX,A
2431,15,1145523,4/18/2022,04:59:00PM,345-868,DAY345-868,$77.00 ,2,$108.28 ,$216.56 ,$62.56 ,DAY,AP
2431,15,1145523,4/18/2022,04:59:00PM,A11205Y2729,MERA11205Y2729,$42.84 ,1,$57.94 ,$57.94 ,$15.10 ,MER,AP
9576-1,13,1144374,4/11/2022,11:01:29AM,708501,VEL708501,$7.55 ,2,$11.08 ,$22.16 ,$7.06 ,VEL,A
D711,97,629337,4/29/2022,11:17:11AM,S-986,MILS-986,$16.78 ,1,$22.15 ,$22.15 ,$5.37 ,MIL,AP
1518,6,1145394,4/18/2022,10:05:37AM,46664,WIX46664,$41.78 ,1,$56.72 ,$56.72 ,$14.94 ,WIX,A
D9207,95,629042,4/27/2022,01:15:31PM,E-10257,EUCE-10257,$3.93 ,7,$7.11 ,$49.77 ,$22.26 ,EUC,A
4163,64,1147132,4/27/2022,02:59:41PM,7715-0002,FFB7715-0002,$16.82 ,2,$31.16 ,$62.32 ,$28.68 ,FFB,AP
D6388,95,627565,4/14/2022,03:59:14PM,32012,GAT32012,$0.68 ,2,$1.28 ,$2.56 ,$1.20 ,GAT,A
D6388,95,627565,4/14/2022,03:59:14PM,X28442,GATX28442,$1.94 ,1,$6.78 ,$6.78 ,$4.84 ,GAT,A
D5950-1,123,626366,4/5/2022,04:15:07PM,441-030-910-,DAY441-030-910-2,$52.08 ,1,$65.52 ,$65.52 ,$13.44 ,DAY,AP
D9207,95,629042,4/27/2022,01:15:31PM,E-6000A,EUCE-6000A,$1.06 ,10,$1.92 ,$19.20 ,$8.60 ,EUC,A
D3993,95,626165,4/4/2022,11:26:48AM,OTC1912,ISNOTC1912,$24.39 ,1,$35.41 ,$35.41 ,$11.02 ,ISN,AP
D7791-1,13,1146692,4/25/2022,08:50:36AM,452-9069,DAY452-9069,$71.77 ,2,$105.77 ,$211.54 ,$68.00 ,DAY,AP
4179,85,1146735,4/25/2022,04:06:21PM,33404,WIX33404,$16.37 ,1,$18.53 ,$18.53 ,$2.16 ,WIX,A
D4007-1,87,629329,4/29/2022,09:50:43AM,G25170-0808X,GATG25170-0808X,$5.81 ,8,$10.04 ,$80.32 ,$33.84 ,GAT,A
5860,15,1143114,4/1/2022,11:39:12AM,E-BC3030C,EUCE-BC3030C,$33.46 ,2,$44.63 ,$89.26 ,$22.34 ,EUC,AP
5860,15,1143114,4/1/2022,11:39:12AM,46792,GRC46792,$1.64 ,3,$2.72 ,$8.16 ,$3.24 ,GRC,AP
3952-1,123,629005,4/27/2022,11:07:00AM,PBB16-PB-DS,CVLPBB16-PB-DS,$5.35 ,1,$9.95 ,$9.95 ,$4.60 ,CVL,A
3952-1,123,629005,4/27/2022,11:07:00AM,RM3815,LCSRM3815,$2.35 ,2,$5.52 ,$11.04 ,$6.34 ,LCS,A
3952-1,123,629005,4/27/2022,11:07:00AM,110078,LCS110078,$6.41 ,1,$9.52 ,$9.52 ,$3.11 ,LCS,A
6600,6,1143635,4/6/2022,04:44:16PM,K120915HD,GATK120915HD,$31.30 ,1,$47.66 ,$47.66 ,$16.36 ,GAT,AP
4203,87,629048,4/27/2022,12:27:22PM,1R12-467,SPO1R12-467,$150.26 ,3,$189.00 ,$567.00 ,$116.22 ,SPO,APQT
D3334,16,628225,4/20/2022,,2848-20,MLW2848-20,$134.30 ,1,$153.69 ,$153.69 ,$19.39 ,MLW,AP
D3334,16,628225,4/20/2022,,49-90-2012,MLW49-90-2012,$18.45 ,1,$21.11 ,$21.11 ,$2.66 ,MLW,AP
D3334,16,628225,4/20/2022,,0910-20,MLW0910-20,$208.00 ,,$237.71 ,,,MLW,AP
D3334,16,628225,4/20/2022,,49-16-2747,MLW49-16-2747,$63.00 ,0,$71.82 ,,,MLW,AP
705-1,4,1146796,4/26/2022,04:40:01PM,142554,VEL142554,$35.08 ,1,$64.69 ,$64.69 ,$29.61 ,VEL,A
3487-2,13,1146564,4/25/2022,07:51:36AM,51348MP,WIX51348MP,$4.72 ,3,$3.95 ,$11.85 ,($2.31),WIX,A
3487-2,13,1146564,4/25/2022,07:51:36AM,49883,WIX49883,$14.87 ,3,$12.45 ,$37.35 ,($7.26),WIX,A
9597-1,6,1144340,4/11/2022,10:35:38AM,VF48X48-SIGN,MISVF48X48-SIGN,$39.68 ,3,$63.39 ,$190.17 ,$71.13 ,MIS,AFP
