SALES HISTORY LOAD FILE 3,,,,,,,,,,,,,
05/01/2022 02:54:13PM,,,,,,,,,,,,,
Ship To,Counterman,Invoice Number,INVOICE DATE,ENTRY TIME,Part Number,Part Number With Vendor,Unit Cost,Qty Ship,Unit Sell Price,Extended Part Price,Extended Part Profit,VND,Options
D5020,95,627389,4/13/2022,01:52:52PM,G25230-1212X,GATG25230-1212X,$11.12 ,1,$20.03 ,$20.03 ,$8.91 ,GAT,A
3983,97,627906,4/18/2022,02:44:49PM,MRK1443EH23V,MERMRK1443EH23V,$31.37 ,2,$53.20 ,$106.40 ,$43.66 ,MER,AEP
1329,15,1146520,4/24/2022,08:24:51AM,20450,CNC20450,$8.60 ,1,$14.19 ,$14.19 ,$5.59 ,CNC,AP
1329,15,1146520,4/24/2022,08:24:51AM,16400,VEL016400,$3.26 ,1,$7.34 ,$7.34 ,$4.08 ,VEL,A
1329,15,1146520,4/24/2022,08:24:51AM,31527,GAT31527,$0.73 ,1,$4.28 ,$4.28 ,$3.55 ,GAT,A
1329,15,1146520,4/24/2022,08:24:51AM,1006021,SHL1006021,$7.91 ,2,$14.58 ,$29.16 ,$13.34 ,SHL,A
3983,97,627906,4/18/2022,02:44:49PM,10081828,CMT10081828,$99.34 ,2,$138.66 ,$277.32 ,$78.64 ,CMT,AP
1329,15,1146520,4/24/2022,08:24:51AM,M65118,DAYM65118,$47.71 ,-2,$64.41 ,($128.82),($33.40),DAY,A
1329,15,1146520,4/24/2022,08:24:51AM,15906,VEL015906,$5.90 ,1,$10.95 ,$10.95 ,$5.05 ,VEL,AP
4179,85,1145534,4/19/2022,12:15:53PM,46891,WIX46891,$126.28 ,1,$140.14 ,$140.14 ,$13.86 ,WIX,A
D3993,95,627136,4/12/2022,11:56:01AM,OTC1912,ISNOTC1912,$25.37 ,-1,$35.41 ,($35.41),($10.04),ISN,A
6402-1,74,1146900,4/26/2022,02:01:48PM,131298,EXC131298,$0.68 ,1,$1.13 ,$1.13 ,$0.45 ,EXC,A
3646,97,628674,4/25/2022,10:19:08AM,70543,GAT70543,$3.71 ,6,$7.30 ,$43.80 ,$21.54 ,GAT,A
3646,97,628674,4/25/2022,10:19:08AM,G34210-0808X,GATG34210-0808X,$6.37 ,2,$11.66 ,$23.32 ,$10.58 ,GAT,A
3646,97,628674,4/25/2022,10:19:08AM,G34170-0606,GATG34170-0606,$4.81 ,2,$11.12 ,$22.24 ,$12.62 ,GAT,AF
3646,97,628674,4/25/2022,10:19:08AM,70542,GAT70542,$3.53 ,6,$6.90 ,$41.40 ,$20.22 ,GAT,A
5860,74,1145039,4/14/2022,12:56:17PM,2646-21CT,MLW2646-21CT,$219.32 ,1,$307.86 ,$307.86 ,$88.54 ,MLW,AP
5860,74,1145039,4/14/2022,12:56:17PM,48-22-9215,MLW48-22-9215,$3.35 ,1,$17.44 ,$17.44 ,$14.09 ,MLW,AP
5860,74,1145039,4/14/2022,12:56:17PM,45126,SHL45126,$14.76 ,6,$21.22 ,$127.32 ,$38.76 ,SHL,A
5860,74,1145039,4/14/2022,12:56:17PM,48-11-1815,MLW48-11-1815,$61.00 ,1,$91.95 ,$91.95 ,$30.95 ,MLW,AFP
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,46870,WIX46870,$48.68 ,1,$46.06 ,$46.06 ,($2.62),WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,33827,WIX33827,$16.64 ,0,$14.81 ,,,WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,57060MP,WIX57060MP,$4.72 ,4,$3.95 ,$15.80 ,($3.08),WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,57701,WIX57701,$13.74 ,0,$13.60 ,,,WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,WL10255,WIXWL10255,$4.86 ,1,$4.15 ,$4.15 ,($0.71),WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,33744,WIX33744,$28.82 ,3,$27.96 ,$83.88 ,($2.58),WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,24316,WIX24316,$16.62 ,1,$16.67 ,$16.67 ,$0.05 ,WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,57744XD,WIX57744XD,$37.70 ,1,$35.56 ,$35.56 ,($2.14),WIX,A
D4289-1,!WEB,628160,4/20/2022,02:15:45PM,57750S,WIX57750S,$12.78 ,5,$12.12 ,$60.60 ,($3.30),WIX,A
4957,46,1145831,4/20/2022,11:44:22AM,G25170-0406X,GATG25170-0406X,$4.46 ,4,$7.40 ,$29.60 ,$11.76 ,GAT,A
4957,46,1145831,4/20/2022,11:44:22AM,G25100-0808X,GATG25100-0808X,$4.25 ,6,$6.86 ,$41.16 ,$15.66 ,GAT,A
4957,46,1145831,4/20/2022,11:44:22AM,G25105-0808X,GATG25105-0808X,$8.38 ,4,$13.85 ,$55.40 ,$21.88 ,GAT,A
4957,46,1145831,4/20/2022,11:44:22AM,G25240-1212,GATG25240-1212,$25.28 ,2,$41.52 ,$83.04 ,$32.48 ,GAT,AP
4957,46,1145831,4/20/2022,11:44:22AM,573.GWB3,ATM573.GWB3,$13.16 ,6,$20.04 ,$120.24 ,$41.28 ,ATM,AP
4957,46,1145831,4/20/2022,11:44:22AM,500025,VEL500025,$3.34 ,9,$5.78 ,$52.02 ,$21.96 ,VEL,AP
4957,46,1145831,4/20/2022,11:44:22AM,G25170-0404X,GATG25170-0404X,$3.62 ,7,$6.02 ,$42.14 ,$16.80 ,GAT,A
4957,46,1145831,4/20/2022,11:44:22AM,G25175-0404,GATG25175-0404,$11.88 ,1,$18.83 ,$18.83 ,$6.95 ,GAT,A
4957,46,1145831,4/20/2022,11:44:22AM,G25100-1212X,GATG25100-1212X,$7.40 ,3,$12.15 ,$36.45 ,$14.25 ,GAT,A
9837-1,4,1146545,4/25/2022,09:15:26AM,E-BC24S,EUCE-BC24S,$17.62 ,2,$24.83 ,$49.66 ,$14.42 ,EUC,AP
6159,54,1147638,4/30/2022,09:22:40AM,45128,SHL45128,$66.24 ,2,$100.22 ,$200.44 ,$67.96 ,SHL,A
D2304,69,626185,4/4/2022,12:43:19PM,BK10024T,BALBK10024T,$318.88 ,1,$375.00 ,$375.00 ,$56.12 ,BAL,AP
2532,15,1143438,4/5/2022,08:59:59AM,45126,SHL45126,$14.75 ,12,$17.64 ,$211.68 ,$34.68 ,SHL,A
2532,15,1143438,4/5/2022,08:59:59AM,33711,WIX33711,$18.44 ,1,$27.41 ,$27.41 ,$8.97 ,WIX,AP
2532,15,1143438,4/5/2022,08:59:59AM,49126,WIX49126,$59.25 ,1,$84.79 ,$84.79 ,$25.54 ,WIX,AP
2532,15,1143438,4/5/2022,08:59:59AM,33651MP,WIX33651MP,$8.43 ,1,$12.54 ,$12.54 ,$4.11 ,WIX,AP
2532,15,1143438,4/5/2022,08:59:59AM,WL10107,WIXWL10107,$37.54 ,1,$55.71 ,$55.71 ,$18.17 ,WIX,AP
D2140,16,626004,4/1/2022,09:23:31AM,S-8718,SASS-8718,$28.70 ,0,$46.80 ,,,SAS,A
D2140,16,626004,4/1/2022,09:23:31AM,R955102626N,MERR955102626N,$33.37 ,1,$50.27 ,$50.27 ,$16.90 ,MER,A
5305-1,46,1144323,4/11/2022,02:40:07PM,MRK4707QH23V,MERMRK4707QH23V,$32.70 ,2,$47.13 ,$94.26 ,$28.86 ,MER,A
D4970-1,87,627613,4/15/2022,,81-2215,GRC81-2215,$80.97 ,4,$132.00 ,$528.00 ,$204.12 ,GRC,AP
5305-1,46,1144323,4/11/2022,02:40:07PM,PP1601B,GASPP1601B,$108.15 ,2,$145.80 ,$291.60 ,$75.30 ,GAS,A
2181,13,1147142,4/27/2022,01:45:22PM,441019,SLN441019,$3.37 ,1,$9.86 ,$9.86 ,$6.49 ,SLN,A
2181,13,1147142,4/27/2022,01:45:22PM,40282R3,TLC40282R3,$2.48 ,1,$3.50 ,$3.50 ,$1.02 ,TLC,A
D711,123,629412,4/29/2022,02:58:04PM,G25170-0406X,GATG25170-0406X,$4.46 ,2,$9.13 ,$18.26 ,$9.34 ,GAT,A
478,13,1143147,4/1/2022,07:59:12AM,16121,VEL016121,$2.48 ,3,$4.47 ,$13.41 ,$5.97 ,VEL,A
D711,123,629412,4/29/2022,02:58:04PM,HBR2-4,TEXHBR2-4,$1.36 ,7,$2.68 ,$18.76 ,$9.24 ,TEX,A
2181,13,1147142,4/27/2022,01:45:22PM,451039NB,SLN451039NB,$25.73 ,1,$45.74 ,$45.74 ,$20.01 ,SLN,A
2181,13,1147142,4/27/2022,01:45:22PM,441023,SLN441023,$3.85 ,1,$9.86 ,$9.86 ,$6.01 ,SLN,A
D711,123,629412,4/29/2022,02:58:04PM,FRTC,FLRFRTC,$17.99 ,1,$24.57 ,$24.57 ,$6.58 ,FLR,AP
2181,13,1147142,4/27/2022,01:45:22PM,60202Y,TLC60202Y,$4.55 ,1,$6.53 ,$6.53 ,$1.98 ,TLC,A
5866,85,1145675,4/19/2022,,33370,WIX33370,$12.74 ,,$12.84 ,,,WIX,A
5866,85,1145675,4/19/2022,,33532,WIX33532,$16.36 ,,$20.47 ,,,WIX,A
D3533-1,95,629271,4/29/2022,10:14:02AM,5915,FJC5915,$7.76 ,2,$12.72 ,$25.44 ,$9.92 ,FJC,A
D3533-1,95,629271,4/29/2022,10:14:02AM,R134ACAN,LCSR134ACAN,$8.60 ,12,$13.70 ,$164.40 ,$61.20 ,LCS,AP
D3533-1,95,629271,4/29/2022,10:14:02AM,LIS28640,ISNLIS28640,$32.23 ,1,$51.32 ,$51.32 ,$19.09 ,ISN,A
D3533-1,95,629271,4/29/2022,10:14:02AM,10131,LUC10131,$21.60 ,1,$33.59 ,$33.59 ,$11.99 ,LUC,A
D3533-1,95,629271,4/29/2022,10:14:02AM,33944,WIX33944,$120.00 ,2,$150.00 ,$300.00 ,$60.00 ,WIX,APQT
D3533-1,95,629271,4/29/2022,10:14:02AM,6045,FJC6045,$8.44 ,1,$15.60 ,$15.60 ,$7.16 ,FJC,A
1880-1,6,1146547,4/25/2022,,3137300,MER3137300,$21.82 ,4,$32.06 ,$128.24 ,$40.96 ,MER,AP
148,4,1146747,4/25/2022,02:20:12PM,42926,WIX42926,$18.57 ,1,$19.97 ,$19.97 ,$1.40 ,WIX,A
D3533-1,95,628285,4/21/2022,07:26:33AM,577.CB1005,ATM577.CB1005,$36.25 ,1,$51.89 ,$51.89 ,$15.64 ,ATM,AP
5860,15,1144623,4/12/2022,01:34:24PM,38622,GAT38622,$97.49 ,-1,$123.17 ,($123.17),($25.68),GAT,A
9614,6,1147021,4/27/2022,12:06:02PM,TGC32506V,BYRTGC32506V,$82.25 ,1,$118.01 ,$118.01 ,$35.76 ,BYR,A
D1964,130,629359,4/29/2022,,AHS-9924,PAIAHS-9924,$15.59 ,2,$22.47 ,$44.94 ,$13.76 ,PAI,AP
1358,15,1144008,4/7/2022,03:49:39PM,G25170-2020X,GATG25170-2020X,$39.07 ,4,$57.07 ,$228.28 ,$72.00 ,GAT,AP
1358,15,1144008,4/7/2022,03:49:39PM,100R4-20,KOA100R4-20,$3.56 ,8,$8.09 ,$64.72 ,$36.24 ,KOA,AP
D6388,97,627352,4/13/2022,11:54:34AM,4050-3,TLC4050-3,$10.80 ,1,$15.29 ,$15.29 ,$4.49 ,TLC,A
1358,15,1144008,4/7/2022,03:49:39PM,27241,GAT27241,$0.72 ,100,$1.17 ,$117.00 ,$45.00 ,GAT,AP
D0521,16,629021,4/27/2022,02:37:32PM,736GB259P9,SPO736GB259P9,$159.00 ,6,$225.00 ,"1,350.00",$396.00 ,SPO,APQT
D1480,13,1145395,4/18/2022,08:10:07AM,G20995-0416X,GATG20995-0416X,$8.43 ,4,$10.65 ,$42.60 ,$8.88 ,GAT,AP
D1480,13,1145395,4/18/2022,08:10:07AM,60424-1616,AGA60424-1616,$7.47 ,0,$14.28 ,,,AGA,AP
D1480,13,1145395,4/18/2022,08:10:07AM,MR4709E2H23V,MERMR4709E2H23V,$14.49 ,8,$21.62 ,$172.96 ,$57.04 ,MER,A
D1480,13,1145395,4/18/2022,08:10:07AM,G20230-1616X,GATG20230-1616X,$21.40 ,4,$27.91 ,$111.64 ,$26.04 ,GAT,AP
3025,74,1144178,4/8/2022,02:16:59PM,E-BC3030C,EUCE-BC3030C,$33.46 ,2,$49.86 ,$99.72 ,$32.80 ,EUC,AP
D1480,13,1145395,4/18/2022,08:10:07AM,E-11402,EUCE-11402,$64.76 ,5,$96.96 ,$484.80 ,$161.00 ,EUC,AP
3245-1,129,626064,4/1/2022,10:49:40AM,20450,CNC20450,$8.60 ,2,$13.50 ,$27.00 ,$9.80 ,CNC,AP
2035-1,74,1146899,4/26/2022,01:49:10PM,AW32P,LCSAW32P,$31.97 ,1,$51.99 ,$51.99 ,$20.02 ,LCS,AP
2035-1,74,1146899,4/26/2022,01:49:10PM,70327,GAT70327,$5.57 ,15,$16.20 ,$243.00 ,$159.45 ,GAT,AP
2035-1,74,1146899,4/26/2022,01:49:10PM,G25105-1212X,GATG25105-1212X,$12.73 ,2,$39.65 ,$79.30 ,$53.84 ,GAT,AP
D3433,16,628250,4/20/2022,01:23:30PM,MAF8709,MERMAF8709,$67.10 ,2,$107.59 ,$215.18 ,$80.98 ,MER,A
9741-1,54,1146583,4/25/2022,09:37:12AM,60700-3,TLC60700-3,$1.40 ,6,$1.96 ,$11.76 ,$3.36 ,TLC,A
9741-1,54,1146583,4/25/2022,09:37:12AM,40700-3,TLC40700-3,$1.11 ,2,$1.57 ,$3.14 ,$0.92 ,TLC,A
9741-1,54,1146583,4/25/2022,09:37:12AM,40282R3,TLC40282R3,$2.48 ,2,$3.59 ,$7.18 ,$2.22 ,TLC,A
9741-1,54,1146583,4/25/2022,09:37:12AM,60202R3,TLC60202R3,$4.29 ,6,$6.36 ,$38.16 ,$12.42 ,TLC,A
9741-1,54,1146583,4/25/2022,09:37:12AM,81-0015,GRC81-0015,$27.30 ,2,$38.50 ,$77.00 ,$22.40 ,GRC,AP
1153,16,627024,4/11/2022,04:09:10PM,61-1006,RCG61-1006,$404.94 ,0,$599.99 ,,,RCG,AP
1153,16,627024,4/11/2022,04:09:10PM,48-11-2440,MLW48-11-2440,$71.75 ,1,$93.28 ,$93.28 ,$21.53 ,MLW,AP
1153,16,627024,4/11/2022,04:09:10PM,562.U3105SS,ATM562.U3105SS,$5.17 ,1,$12.28 ,$12.28 ,$7.11 ,ATM,A
1153,16,627024,4/11/2022,04:09:10PM,2475-20,MLW2475-20,$71.25 ,1,$101.38 ,$101.38 ,$30.13 ,MLW,AP
2790-1,46,1143684,4/6/2022,09:41:09AM,452-9375,DAY452-9375,$88.11 ,4,$122.07 ,$488.28 ,$135.84 ,DAY,AP
1153,16,627024,4/11/2022,04:09:10PM,FL-17094-030,GRKFL-17094-030,$75.47 ,1,$115.26 ,$115.26 ,$39.79 ,GRK,AP
1153,16,627024,4/11/2022,04:09:10PM,561.29588,ATM561.29588,$11.33 ,1,$19.68 ,$19.68 ,$8.35 ,ATM,A
5860,54,1144458,4/11/2022,08:19:28AM,R955289714N,MERR955289714N,$22.89 ,1,$37.46 ,$37.46 ,$14.57 ,MER,A
5860,54,1144458,4/11/2022,08:19:28AM,E-BC3030C,EUCE-BC3030C,$33.46 ,1,$52.31 ,$52.31 ,$18.85 ,EUC,A
5860,54,1144458,4/11/2022,08:19:28AM,R202002,MERR202002,$276.77 ,1,$377.17 ,$377.17 ,$100.40 ,MER,A
D9612,95,628592,4/23/2022,10:03:44AM,370001A,FMC370001A,$19.49 ,2,$28.94 ,$57.88 ,$18.90 ,FMC,A
D9612,95,628592,4/23/2022,10:03:44AM,MRK1443EH23V,MERMRK1443EH23V,$31.37 ,2,$56.10 ,$112.20 ,$49.46 ,MER,A
D9612,95,628592,4/23/2022,10:03:44AM,10081828,CMT10081828,$99.34 ,2,$144.41 ,$288.82 ,$90.14 ,CMT,A
9664,6,1144379,4/11/2022,10:32:06AM,82-1016,GRC82-1016,$4.30 ,3,$6.51 ,$19.53 ,$6.63 ,GRC,AP
D9650,97,628825,4/26/2022,10:15:01AM,3342,TAC3342,$55.92 ,0,$83.88 ,,,TAC,A
D9650,97,628825,4/26/2022,10:15:01AM,453-7081,DAY453-7081,$18.51 ,1,$25.91 ,$25.91 ,$7.40 ,DAY,AP
D9650,97,628825,4/26/2022,10:15:01AM,82-5722,GRC82-5722,$27.60 ,1,$41.73 ,$41.73 ,$14.13 ,GRC,AP
564-1,74,1145389,4/18/2022,04:19:51PM,SKS14705,STKSKS14705,$302.77 ,1,$397.39 ,$397.39 ,$94.62 ,STK,AP
D9650,97,628825,4/26/2022,10:15:01AM,982-00503,FTE982-00503,$13.85 ,11,$19.39 ,$213.29 ,$60.94 ,FTE,AP
5699-1,6,1146078,4/21/2022,04:53:29PM,60152-0606,AGA60152-0606,$1.24 ,1,$2.64 ,$2.64 ,$1.40 ,AGA,AP
252,!WEB,1144634,4/12/2022,12:55:37PM,492140,LOC492140,$14.16 ,1,$24.58 ,$24.58 ,$10.42 ,LOC,A
5699-1,6,1146078,4/21/2022,04:53:29PM,60520-0406,AGA60520-0406,$2.87 ,1,$6.62 ,$6.62 ,$3.75 ,AGA,AP
2081,15,1143977,4/7/2022,01:25:41PM,33406MP,WIX33406MP,$13.95 ,1,$20.71 ,$20.71 ,$6.76 ,WIX,AP
2081,15,1143977,4/7/2022,01:25:41PM,1492,TAC1492,$17.72 ,1,$32.54 ,$32.54 ,$14.82 ,TAC,A
2081,15,1143977,4/7/2022,01:25:41PM,562.U3205SS-,ATM562.U3205SS-T,$8.12 ,1,$12.00 ,$12.00 ,$3.88 ,ATM,AP
2081,15,1143977,4/7/2022,01:25:41PM,M-465,GRKM-465,$55.94 ,1,$87.74 ,$87.74 ,$31.80 ,GRK,AP
2081,15,1143977,4/7/2022,01:25:41PM,FG-LF14000NN,MISFG-LF14000NN,$28.28 ,1,$41.01 ,$41.01 ,$12.73 ,MIS,AP
D2425-1,87,626526,4/6/2022,07:28:26AM,WF10103,WIXWF10103,$83.09 ,1,$94.83 ,$94.83 ,$11.74 ,WIX,A
D2425-1,87,626526,4/6/2022,07:28:26AM,16240,VEL016240,$1.22 ,6,$2.64 ,$15.84 ,$8.52 ,VEL,AP
D2425-1,87,626526,4/6/2022,07:28:26AM,11032,VEL011032,$1.26 ,5,$2.82 ,$14.10 ,$7.80 ,VEL,AP
D2425-1,87,626526,4/6/2022,07:28:26AM,94993-3,TLC94993-3,$1.21 ,4,$2.14 ,$8.56 ,$3.72 ,TLC,AP
D2425-1,87,626526,4/6/2022,07:28:26AM,10700-3,TLC10700-3,$1.07 ,6,$2.71 ,$16.26 ,$9.84 ,TLC,A
D2425-1,87,626526,4/6/2022,07:28:26AM,7960,TAC7960,$16.57 ,2,$26.00 ,$52.00 ,$18.86 ,TAC,AP
D2425-1,87,626526,4/6/2022,07:28:26AM,A4731800909,DDEA4731800909,$23.35 ,1,$32.00 ,$32.00 ,$8.65 ,DDE,AP
D2425-1,87,626526,4/6/2022,07:28:26AM,197-620,DOR197-620,$8.83 ,1,$17.34 ,$17.34 ,$8.51 ,DOR,A
D2425-1,87,626526,4/6/2022,07:28:26AM,11034,VEL011034,$3.51 ,5,$6.58 ,$32.90 ,$15.35 ,VEL,AP
D9551-1,16,627239,4/13/2022,07:54:33AM,33630,WIX33630,$22.01 ,1,$26.70 ,$26.70 ,$4.69 ,WIX,A
D9551-1,16,627239,4/13/2022,07:54:33AM,K080702HD,GATK080702HD,$32.81 ,1,$52.69 ,$52.69 ,$19.88 ,GAT,AP
D9551-1,16,627239,4/13/2022,07:54:33AM,46744,WIX46744,$33.77 ,1,$35.85 ,$35.85 ,$2.08 ,WIX,A
D9551-1,16,627239,4/13/2022,07:54:33AM,33626MP,WIX33626MP,$10.83 ,1,$11.29 ,$11.29 ,$0.46 ,WIX,A
D9551-1,16,627239,4/13/2022,07:54:33AM,51791MP,WIX51791MP,$9.22 ,1,$9.59 ,$9.59 ,$0.37 ,WIX,A
3562,16,626335,4/5/2022,12:52:00PM,359-5999,STM359-5999,$4.94 ,1,$7.45 ,$7.45 ,$2.51 ,STM,AP
5699-1,101,1146239,4/22/2022,,60083R,TLC60083R,$6.91 ,2,$10.16 ,$20.32 ,$6.50 ,TLC,AP
705-1,4,1143900,4/7/2022,02:36:17PM,933332101,HEL933332101,$4.22 ,5,$7.60 ,$38.00 ,$16.90 ,HEL,A
D9535-1,69,628309,4/21/2022,02:44:12PM,WP10034,WIXWP10034,$11.18 ,2,$12.82 ,$25.64 ,$3.28 ,WIX,A
D9535-1,69,628309,4/21/2022,02:44:12PM,24616,WIX24616,$13.36 ,2,$15.40 ,$30.80 ,$4.08 ,WIX,A
D9535-1,69,628309,4/21/2022,02:44:12PM,57730,WIX57730,$5.47 ,1,$6.37 ,$6.37 ,$0.90 ,WIX,A
D2320,123,626540,4/6/2022,,463.DS4344,ATM463.DS4344,$93.12 ,1,$146.67 ,$146.67 ,$53.55 ,ATM,APQT
D711,123,626876,4/9/2022,11:17:11AM,10088,LUC10088,$5.06 ,1,$6.60 ,$6.60 ,$1.54 ,LUC,A
D8223,16,628519,4/22/2022,,S-D545,SASS-D545,$4.33 ,1,$8.46 ,$8.46 ,$4.13 ,SAS,A
1401-1,46,1146250,4/22/2022,,32008,GAT32008,$0.69 ,1,$1.01 ,$1.01 ,$0.32 ,GAT,AP
1401-1,46,1146250,4/22/2022,,G25180-0404,GATG25180-0404,$11.81 ,,$17.58 ,,,GAT,AP
D711,123,626876,4/9/2022,11:17:11AM,AP3-J,HUNAP3-J,$9.17 ,1,$17.36 ,$17.36 ,$8.19 ,HUN,A
D9410-1,123,629208,4/28/2022,08:38:08AM,33604,WIX33604,$27.12 ,7,$35.80 ,$250.60 ,$60.76 ,WIX,A
5860,64,1145857,4/20/2022,11:14:37AM,TTA50,DXNTTA50,$0.36 ,2,$1.30 ,$2.60 ,$1.88 ,DXN,A
5860,64,1145857,4/20/2022,11:14:37AM,16450,VEL016450,$8.65 ,1,$13.02 ,$13.02 ,$4.37 ,VEL,AP
705-1,4,627694,4/15/2022,01:59:11PM,HBR2-8,TEXHBR2-8,$1.68 ,100,$2.81 ,$281.00 ,$113.00 ,TEX,A
9741-1,54,1143703,4/6/2022,08:38:49AM,51715,WIX51715,$25.59 ,1,$32.68 ,$32.68 ,$7.09 ,WIX,A
D2148-2,87,628465,4/22/2022,08:53:13AM,UP40,LCSUP40,$4.73 ,60,$6.99 ,$419.40 ,$135.60 ,LCS,AP
5860,64,1147559,4/29/2022,11:48:24AM,XK23014711QP,MERXK23014711QP,$74.96 ,4,$101.20 ,$404.80 ,$104.96 ,MER,AP
5860,64,1147559,4/29/2022,11:48:24AM,451169,SLN451169,$3.88 ,1,$6.25 ,$6.25 ,$2.37 ,SLN,AP
5860,64,1147559,4/29/2022,11:48:24AM,10012097,CMT10012097,$138.99 ,4,$200.00 ,$800.00 ,$244.04 ,CMT,AP
5866,85,1146947,4/26/2022,12:33:07PM,49518,WIX49518,$21.19 ,2,$22.63 ,$45.26 ,$2.88 ,WIX,AP
2928,88,1146347,4/22/2022,12:01:05PM,EM34550,EXCEM34550,$98.68 ,-1,$138.10 ,($138.10),($39.42),EXC,A
4866-1,!WEB,1145694,4/19/2022,,393-0103,STM393-0103,$28.36 ,0,$39.53 ,,,STM,A
D1922,69,626611,4/7/2022,09:57:22AM,82-2183,GRC82-2183,$1.67 ,1,$2.24 ,$2.24 ,$0.57 ,GRC,AP
D9551-1,123,626654,4/7/2022,01:17:11PM,NC3080,MISNC3080,$4.06 ,3,$8.98 ,$26.94 ,$14.76 ,MIS,A
D1922,69,626611,4/7/2022,09:57:22AM,E-BC3030C,EUCE-BC3030C,$33.46 ,2,$37.95 ,$75.90 ,$8.98 ,EUC,AP
D9551-1,123,626654,4/7/2022,01:17:11PM,12OZ-DEOX,GRK12OZ-DEOX,$8.31 ,1,$14.35 ,$14.35 ,$6.04 ,GRK,AP
D1922,69,626611,4/7/2022,09:57:22AM,370001A,FMC370001A,$19.49 ,4,$22.25 ,$89.00 ,$11.04 ,FMC,AP
D9551-1,123,626654,4/7/2022,01:17:11PM,12OZ-WAX,GRK12OZ-WAX,$8.81 ,1,$15.25 ,$15.25 ,$6.44 ,GRK,AP
D9847,97,626976,4/11/2022,,24244,GAT24244,$44.87 ,1,$56.15 ,$56.15 ,$11.28 ,GAT,A
D1922,69,626611,4/7/2022,09:57:22AM,GC3030CW,MIDGC3030CW,$59.97 ,2,$80.00 ,$160.00 ,$40.06 ,MID,AP
D9551-1,123,626654,4/7/2022,01:17:11PM,12OZ-POLISH,GRK12OZ-POLISH,$8.31 ,1,$14.35 ,$14.35 ,$6.04 ,GRK,AP
D9847,97,626976,4/11/2022,,24240,GAT24240,$41.97 ,1,$51.23 ,$51.23 ,$9.26 ,GAT,A
D1922,69,626611,4/7/2022,09:57:22AM,85140P,LCS85140P,$54.87 ,1,$62.95 ,$62.95 ,$8.08 ,LCS,AP
D1922,69,626611,4/7/2022,09:57:22AM,GC3030LCW,MIDGC3030LCW,$54.32 ,2,$78.95 ,$157.90 ,$49.26 ,MID,AP
6402-1,74,1144733,4/13/2022,09:54:05AM,8880,MMM8880,$3.25 ,12,$4.15 ,$49.80 ,$10.80 ,MMM,A
6402-1,74,1144733,4/13/2022,09:54:05AM,UP40,LCSUP40,$4.73 ,6,$7.27 ,$43.62 ,$15.24 ,LCS,A
1182-1,46,1146983,4/27/2022,,AN97-21,JIPAN97-21,$3.65 ,5,$5.67 ,$28.35 ,$10.10 ,JIP,AP
1182-1,46,1146983,4/27/2022,,492142,LOC492142,$13.89 ,0,$21.78 ,,,LOC,AP
4130,64,1143230,4/4/2022,10:04:49AM,14-256,KTM14-256,$330.72 ,1,$520.74 ,$520.74 ,$190.02 ,KTM,AP
2344,88,1147560,4/29/2022,03:24:00PM,DEXQ,LCSDEXQ,$2.84 ,2,$5.97 ,$11.94 ,$6.26 ,LCS,AP
146,46,1144358,4/11/2022,11:04:25AM,G25100-0808X,GATG25100-0808X,$4.25 ,30,$5.71 ,$171.30 ,$43.80 ,GAT,A
4866-1,!WEB,1143503,4/5/2022,10:36:34AM,34928,SKF34928,$6.00 ,1,$56.50 ,$56.50 ,$50.50 ,SKF,A
D5953,97,629075,4/27/2022,02:28:05PM,60898-0020,AGA60898-0020,$0.46 ,2,$1.10 ,$2.20 ,$1.28 ,AGA,A
9000,85,11617,4/26/2022,12:15:30PM,ED3702AC,ECCED3702AC,$52.60 ,8,$83.06 ,$664.48 ,$243.68 ,ECC,AP
4866-1,!WEB,1143503,4/5/2022,10:36:34AM,4050,TLC4050,$1.16 ,4,$16.11 ,$64.44 ,$59.80 ,TLC,A
4866-1,!WEB,1143503,4/5/2022,10:36:34AM,33411,WIX33411,$21.85 ,0,$20.86 ,,,WIX,A
4866-1,!WEB,1143503,4/5/2022,10:36:34AM,57190,WIX57190,$16.49 ,1,$15.55 ,$15.55 ,($0.94),WIX,A
4866-1,!WEB,1143503,4/5/2022,10:36:34AM,S-C556,SASS-C556,$1.05 ,4,$2.59 ,$10.36 ,$6.16 ,SAS,A
4866-1,!WEB,1143503,4/5/2022,10:36:34AM,46433,WIX46433,$28.05 ,1,$26.46 ,$26.46 ,($1.59),WIX,A
705-1,4,1146584,4/25/2022,03:25:49PM,K8-219-9D,GTAK8-219-9D,$107.30 ,1,$144.98 ,$144.98 ,$37.68 ,GTA,A
5860,64,1143766,4/6/2022,02:22:01PM,16289,VEL016289,$5.30 ,1,$7.80 ,$7.80 ,$2.50 ,VEL,AP
4970,4,1145086,4/14/2022,,24176,WIX24176,$232.45 ,4,$157.21 ,$628.84 ,($300.96),WIX,A
